item_id,order_id,product_id,quantity,discount,unit_price
ITEM-00010102,ORD-0015019,PROD-00109,4,0.25,199.05
ITEM-00010103,ORD-0020331,PROD-00277,4,0.25,116.48
ITEM-00010104,ORD-0016330,PROD-00110,3,0.15,102.99
ITEM-00010105,ORD-0024833,PROD-00165,1,0.3,134.31
ITEM-00010106,ORD-0010225,PROD-00172,3,0.0,83.48
ITEM-00010107,ORD-0005541,PROD-00085,5,0.05,98.16
ITEM-00010108,ORD-0009955,PROD-00261,4,0.3,220.09
ITEM-00010109,ORD-0009433,PROD-00199,4,0.0,190.87
ITEM-00010110,ORD-0005619,PROD-00249,2,0.15,119.67
ITEM-00010111,ORD-0011492,PROD-00200,4,0.05,240.44
ITEM-00010112,ORD-0019483,PROD-00062,4,0.25,157.07
ITEM-00010113,ORD-0017553,PROD-00245,4,0.0,68.83
ITEM-00010114,ORD-0009389,PROD-00272,5,0.1,174.47
ITEM-00010115,ORD-0021740,PROD-00065,5,0.25,195.43
ITEM-00010116,ORD-0002387,PROD-00248,5,0.15,240.56
ITEM-00010117,ORD-0009829,PROD-00272,4,0.25,143.26
ITEM-00010118,ORD-0012787,PROD-00082,5,0.05,136.42
ITEM-00010119,ORD-0013765,PROD-00225,4,0.0,173.16
ITEM-00010120,ORD-0004850,PROD-00270,1,0.05,150.21
ITEM-00010121,ORD-0007936,PROD-00187,2,0.2,130.19
ITEM-00010122,ORD-0021138,PROD-00146,2,0.3,222.74
ITEM-00010123,ORD-0013833,PROD-00060,1,0.0,86.77
ITEM-00010124,ORD-0017894,PROD-00095,5,0.25,239.13
ITEM-00010125,ORD-0006638,PROD-00297,5,0.1,162.11
ITEM-00010126,ORD-0011158,PROD-00235,5,0.1,115.98
ITEM-00010127,ORD-0004290,PROD-00290,1,0.0,181.45
ITEM-00010128,ORD-0013266,PROD-00132,5,0.25,164.07
ITEM-00010129,ORD-0023722,PROD-00071,2,0.0,132.87
ITEM-00010130,ORD-0007131,PROD-00204,4,0.25,41.4
ITEM-00010131,ORD-0011352,PROD-00196,3,0.0,241.53
ITEM-00010132,ORD-0005561,PROD-00144,2,0.0,92.96
ITEM-00010133,ORD-0002313,PROD-00139,1,0.0,82.7
ITEM-00010134,ORD-0009644,PROD-00159,3,0.3,29.78
ITEM-00010135,ORD-0021715,PROD-00184,2,0.2,122.15
ITEM-00010136,ORD-0011385,PROD-00207,3,0.15,52.12
ITEM-00010137,ORD-0022025,PROD-00187,4,0.2,119.82
ITEM-00010138,ORD-0013389,PROD-00291,2,0.2,11.22
ITEM-00010139,ORD-0016746,PROD-00295,4,0.3,230.57
ITEM-00010140,ORD-0001509,PROD-00238,1,0.05,8.66
ITEM-00010141,ORD-0005760,PROD-00237,5,0.25,148.3
ITEM-00010142,ORD-0012302,PROD-00254,5,0.2,100.94
ITEM-00010143,ORD-0017371,PROD-00090,2,0.05,183.78
ITEM-00010144,ORD-0013208,PROD-00040,5,0.1,95.43
ITEM-00010145,ORD-0000813,PROD-00270,3,0.2,55.89
ITEM-00010146,ORD-0018901,PROD-00267,1,0.3,78.82
ITEM-00010147,ORD-0011784,PROD-00124,3,0.1,79.9
ITEM-00010148,ORD-0008483,PROD-00238,3,0.1,154.54
ITEM-00010149,ORD-0007687,PROD-00099,1,0.2,165.97
ITEM-00010150,ORD-0015152,PROD-00300,3,0.25,244.58
ITEM-00010151,ORD-0024845,PROD-00295,1,0.0,99.12
ITEM-00010152,ORD-0008142,PROD-00211,1,0.2,7.82
ITEM-00010153,ORD-0004849,PROD-00286,1,0.3,121.66
ITEM-00010154,ORD-0003483,PROD-00131,3,0.15,35.51
ITEM-00010155,ORD-0001712,PROD-00277,1,0.25,124.99
ITEM-00010156,ORD-0001511,PROD-00053,5,0.15,80.63
ITEM-00010157,ORD-0021094,PROD-00283,2,0.0,56.47
ITEM-00010158,ORD-0006392,PROD-00104,4,0.1,42.12
ITEM-00010159,ORD-0021102,PROD-00041,4,0.0,114.83
ITEM-00010160,ORD-0018843,PROD-00192,5,0.3,107.55
ITEM-00010161,ORD-0022254,PROD-00173,2,0.25,236.7
ITEM-00010162,ORD-0007417,PROD-00264,2,0.0,158.58
ITEM-00010163,ORD-0016037,PROD-00210,3,0.2,86.72
ITEM-00010164,ORD-0014180,PROD-00090,1,0.05,120.45
ITEM-00010165,ORD-0023742,PROD-00193,5,0.05,48.41
ITEM-00010166,ORD-0019638,PROD-00070,5,0.3,54.16
ITEM-00010167,ORD-0003448,PROD-00289,5,0.1,117.62
ITEM-00010168,ORD-0018248,PROD-00255,3,0.1,14.64
ITEM-00010169,ORD-0011567,PROD-00173,1,0.15,212.56
ITEM-00010170,ORD-0002649,PROD-00287,2,0.05,239.69
ITEM-00010171,ORD-0017655,PROD-00166,3,0.25,185.64
ITEM-00010172,ORD-0019135,PROD-00259,4,0.0,194.33
ITEM-00010173,ORD-0011996,PROD-00270,5,0.3,183.51
ITEM-00010174,ORD-0002785,PROD-00110,5,0.1,197.61
ITEM-00010175,ORD-0003440,PROD-00165,5,0.05,83.77
ITEM-00010176,ORD-0008607,PROD-00028,1,0.1,188.14
ITEM-00010177,ORD-0009303,PROD-00230,4,0.0,94.5
ITEM-00010178,ORD-0006107,PROD-00023,3,0.2,170.07
ITEM-00010179,ORD-0013265,PROD-00266,1,0.3,83.85
ITEM-00010180,ORD-0020079,PROD-00279,4,0.15,184.33
ITEM-00010181,ORD-0017044,PROD-00080,5,0.25,10.42
ITEM-00010182,ORD-0016541,PROD-00243,4,0.3,42.03
ITEM-00010183,ORD-0019508,PROD-00028,3,0.2,249.74
ITEM-00010184,ORD-0002739,PROD-00034,5,0.1,6.2
ITEM-00010185,ORD-0002744,PROD-00072,3,0.25,82.09
ITEM-00010186,ORD-0013348,PROD-00141,2,0.05,191.95
ITEM-00010187,ORD-0020727,PROD-00063,3,0.25,139.78
ITEM-00010188,ORD-0003209,PROD-00273,3,0.3,111.18
ITEM-00010189,ORD-0001336,PROD-00172,3,0.3,79.87
ITEM-00010190,ORD-0003911,PROD-00272,1,0.3,102.2
ITEM-00010191,ORD-0005483,PROD-00188,1,0.15,223.6
ITEM-00010192,ORD-0016629,PROD-00294,3,0.2,238.09
ITEM-00010193,ORD-0023930,PROD-00207,3,0.25,243.57
ITEM-00010194,ORD-0012299,PROD-00069,4,0.25,89.7
ITEM-00010195,ORD-0009761,PROD-00009,5,0.1,229.18
ITEM-00010196,ORD-0022569,PROD-00122,1,0.0,249.7
ITEM-00010197,ORD-0020801,PROD-00167,2,0.15,114.6
ITEM-00010198,ORD-0003622,,3,0.1,138.86
ITEM-00010199,ORD-0011314,PROD-00278,1,0.15,134.1
ITEM-00010200,ORD-0015251,PROD-00271,2,0.05,214.71
ITEM-00010201,ORD-0022306,PROD-00278,1,0.2,90.78
ITEM-00010202,ORD-0017129,PROD-00169,4,0.1,65.55
ITEM-00010203,ORD-0000977,PROD-00239,2,0.1,23.1
ITEM-00010204,ORD-0001633,PROD-00242,3,0.1,74.18
ITEM-00010205,ORD-0023444,PROD-00289,3,0.2,164.26
ITEM-00010206,ORD-0000462,PROD-00019,5,0.1,75.22
ITEM-00010207,ORD-0017085,PROD-00238,5,0.3,163.67
ITEM-00010208,ORD-0024317,PROD-00018,4,0.05,91.94
ITEM-00010209,ORD-0012801,PROD-00156,1,0.0,74.12
ITEM-00010210,ORD-0016705,PROD-00275,3,0.05,166.51
ITEM-00010211,ORD-0016755,PROD-00206,1,0.0,157.09
ITEM-00010212,ORD-0013915,PROD-00157,5,0.0,135.64
ITEM-00010213,ORD-0016624,PROD-00170,3,0.05,93.82
ITEM-00010214,ORD-0018169,PROD-00065,3,0.0,28.63
ITEM-00010215,ORD-0012249,PROD-00107,5,0.3,170.13
ITEM-00010216,ORD-0017816,,4,0.15,109.63
ITEM-00010217,ORD-0018767,PROD-00228,5,0.3,225.88
ITEM-00010218,ORD-0003057,PROD-00281,1,0.0,55.11
ITEM-00010219,ORD-0023632,PROD-00296,2,0.15,237.6
ITEM-00010220,ORD-0007631,PROD-00033,2,0.0,183.09
ITEM-00010221,ORD-0016849,PROD-00108,2,0.25,95.75
ITEM-00010222,ORD-0000293,PROD-00168,3,0.25,34.46
ITEM-00010223,ORD-0008280,PROD-00078,5,0.1,45.19
ITEM-00010224,ORD-0022205,PROD-00238,5,0.1,16.08
ITEM-00010225,ORD-0015406,PROD-00129,4,0.0,242.58
ITEM-00010226,ORD-0005614,PROD-00143,3,0.25,170.03
ITEM-00010227,ORD-0005643,PROD-00116,1,0.25,115.84
ITEM-00010228,ORD-0012990,PROD-00284,5,0.05,134.43
ITEM-00010229,ORD-0023177,PROD-00139,1,0.2,52.38
ITEM-00010230,ORD-0013668,PROD-00167,1,0.1,167.73
ITEM-00010231,ORD-0020928,PROD-00019,1,0.1,37.51
ITEM-00010232,ORD-0022514,PROD-00015,4,0.05,21.34
ITEM-00010233,ORD-0001635,PROD-00272,2,0.15,28.72
ITEM-00010234,ORD-0006569,PROD-00153,4,0.1,63.16
ITEM-00010235,ORD-0009562,PROD-00153,2,0.25,44.7
ITEM-00010236,ORD-0015275,PROD-00146,5,0.3,186.2
ITEM-00010237,ORD-0017684,PROD-00187,2,0.05,97.62
ITEM-00010238,ORD-0014631,PROD-00222,1,0.15,191.45
ITEM-00010239,ORD-0011710,PROD-00038,2,0.0,235.98
ITEM-00010240,ORD-0010518,PROD-00232,3,0.1,190.48
ITEM-00010241,ORD-0001554,PROD-00156,4,0.25,169.12
ITEM-00010242,ORD-0015742,PROD-00286,4,0.25,25.75
ITEM-00010243,ORD-0009409,PROD-00222,2,0.25,45.2
ITEM-00010244,ORD-0024272,PROD-00247,2,0.1,198.55
ITEM-00010245,ORD-0018173,PROD-00218,2,0.2,91.46
ITEM-00010246,ORD-0015545,PROD-00101,3,0.1,101.76
ITEM-00010247,ORD-0016838,PROD-00113,4,0.2,111.04
ITEM-00010248,ORD-0019140,PROD-00262,5,0.3,228.5
ITEM-00010249,ORD-0018935,PROD-00146,4,0.25,206.09
ITEM-00010250,ORD-0019061,PROD-00103,2,0.05,228.73
ITEM-00010251,ORD-0000313,PROD-00236,1,0.2,5.38
ITEM-00010252,ORD-0011737,PROD-00103,4,0.1,244.15
ITEM-00010253,ORD-0005258,PROD-00140,4,0.1,117.95
ITEM-00010254,ORD-0010540,PROD-00109,4,0.1,245.5
ITEM-00010255,ORD-0014342,PROD-00143,3,0.25,231.19
ITEM-00010256,ORD-0003814,PROD-00102,3,0.2,65.42
ITEM-00010257,ORD-0015043,PROD-00080,1,0.3,202.1
ITEM-00010258,ORD-0000150,PROD-00273,5,0.3,114.95
ITEM-00010259,ORD-0020512,PROD-00148,2,0.25,73.29
ITEM-00010260,ORD-0019896,PROD-00107,3,0.25,216.15
ITEM-00010261,ORD-0016083,PROD-00188,2,0.25,187.89
ITEM-00010262,ORD-0021077,PROD-00072,3,0.1,243.18
ITEM-00010263,ORD-0016351,PROD-00221,4,0.15,199.92
ITEM-00010264,ORD-0019195,PROD-00068,4,0.05,227.48
ITEM-00010265,ORD-0000464,PROD-00163,3,0.2,63.46
ITEM-00010266,ORD-0000483,PROD-00023,5,0.25,7.44
ITEM-00010267,ORD-0021497,PROD-00136,3,0.25,22.63
ITEM-00010268,ORD-0008305,PROD-00280,4,0.0,132.58
ITEM-00010269,ORD-0021586,PROD-00235,5,0.05,113.4
ITEM-00010270,ORD-0015097,PROD-00277,5,0.15,34.24
ITEM-00010271,ORD-0011859,PROD-00206,4,0.15,34.61
ITEM-00010272,ORD-0008986,PROD-00286,1,0.0,109.38
ITEM-00010273,ORD-0021872,PROD-00151,3,0.0,204.66
ITEM-00010274,ORD-0024676,PROD-00135,5,0.05,67.15
ITEM-00010275,ORD-0021390,PROD-00035,-4,0.15,143.36
ITEM-00010276,ORD-0004300,PROD-00006,3,0.1,229.06
ITEM-00010277,ORD-0017328,PROD-00166,5,0.2,44.85
ITEM-00010278,ORD-0004753,PROD-00031,3,0.25,225.79
ITEM-00010279,ORD-0013591,PROD-00056,2,0.1,69.27
ITEM-00010280,ORD-0000599,PROD-00135,3,0.1,247.67
ITEM-00010281,ORD-0005183,PROD-00033,5,0.05,72.2
ITEM-00010282,ORD-0015679,PROD-00283,4,0.05,25.1
ITEM-00010283,ORD-0004615,PROD-00073,1,0.05,14.59
ITEM-00010284,ORD-0001463,PROD-00121,5,0.2,5.07
ITEM-00010285,ORD-0020215,PROD-00296,1,0.1,113.92
ITEM-00010286,ORD-0000895,PROD-00073,5,0.0,133.25
ITEM-00010287,ORD-0022851,PROD-00203,1,0.3,36.69
ITEM-00010288,ORD-0019805,PROD-00234,3,0.2,170.75
ITEM-00010289,ORD-0007525,PROD-00003,3,0.3,75.63
ITEM-00010290,ORD-0006859,PROD-00109,1,0.05,182.17
ITEM-00010291,ORD-0022646,PROD-00232,5,0.2,104.87
ITEM-00010292,ORD-0015257,PROD-00062,5,0.15,201.59
ITEM-00010293,ORD-0021476,PROD-00198,5,0.15,122.35
ITEM-00010294,ORD-0015497,PROD-00095,4,0.25,147.74
ITEM-00010295,ORD-0015742,PROD-00232,3,0.05,87.4
ITEM-00010296,ORD-0012556,PROD-00151,2,0.2,79.3
ITEM-00010297,ORD-0008052,PROD-00153,2,0.1,197.48
ITEM-00010298,ORD-0000465,PROD-00238,3,0.3,119.05
ITEM-00010299,ORD-0016905,PROD-00065,5,0.3,127.59
ITEM-00010300,ORD-0011491,PROD-00206,1,0.25,200.01
ITEM-00010301,ORD-0000313,PROD-00077,4,0.15,142.53
ITEM-00010302,ORD-0007498,PROD-00107,3,0.3,51.76
ITEM-00010303,ORD-0016888,PROD-00228,3,0.05,10.89
ITEM-00010304,ORD-0004655,PROD-00075,4,0.1,100.44
ITEM-00010305,ORD-0010926,,4,0.0,247.46
ITEM-00010306,ORD-0020875,PROD-00016,5,0.2,90.5
ITEM-00010307,ORD-0019819,PROD-00109,2,0.15,80.54
ITEM-00010308,ORD-0012753,PROD-00062,3,0.15,64.91
ITEM-00010309,ORD-0002018,PROD-00167,2,0.15,132.78
ITEM-00010310,ORD-0023677,PROD-00294,5,0.15,189.55
ITEM-00010311,ORD-0010505,PROD-00298,5,0.0,240.1
ITEM-00010312,ORD-0011958,PROD-00155,4,0.0,249.1
ITEM-00010313,ORD-0016073,PROD-00279,2,0.25,26.69
ITEM-00010314,ORD-0016906,PROD-00213,5,0.25,216.58
ITEM-00010315,ORD-0006633,PROD-00175,3,0.1,132.82
ITEM-00010316,ORD-0011677,PROD-00048,2,0.25,117.87
ITEM-00010317,ORD-0020326,PROD-00214,3,0.05,150.09
ITEM-00010318,ORD-0019515,PROD-00012,1,0.1,140.87
ITEM-00010319,ORD-0006778,PROD-00279,5,0.15,166.39
ITEM-00010320,ORD-0003841,PROD-00145,2,0.0,19.3
ITEM-00010321,ORD-0008256,PROD-00151,5,0.1,58.89
ITEM-00010322,ORD-0014202,PROD-00061,1,0.15,241.3
ITEM-00010323,ORD-0020857,PROD-00287,3,0.05,100.79
ITEM-00010324,ORD-0016812,PROD-00087,5,0.05,64.9
ITEM-00010325,ORD-0002596,PROD-00286,1,0.05,244.46
ITEM-00010326,ORD-0015065,PROD-00050,1,0.15,238.27
ITEM-00010327,ORD-0023349,PROD-00184,2,0.1,173.57
ITEM-00010328,ORD-0020179,PROD-00230,1,0.15,123.98
ITEM-00010329,ORD-0012318,PROD-00259,5,0.1,241.26
ITEM-00010330,ORD-0012097,PROD-00040,4,0.1,221.66
ITEM-00010331,ORD-0007921,PROD-00133,4,0.0,212.12
ITEM-00010332,ORD-0011210,PROD-00267,4,0.0,41.43
ITEM-00010333,ORD-0011464,PROD-00266,4,0.25,195.28
ITEM-00010334,ORD-0009591,PROD-00283,1,0.2,107.99
ITEM-00010335,ORD-0018784,PROD-00103,3,0.25,28.57
ITEM-00010336,ORD-0017802,PROD-00182,1,0.1,127.47
ITEM-00010337,ORD-0005344,PROD-00161,5,0.0,110.55
ITEM-00010338,ORD-0021067,PROD-00043,1,0.3,130.16
ITEM-00010339,ORD-0004792,PROD-00143,2,0.05,65.73
ITEM-00010340,ORD-0001842,PROD-00144,5,0.15,80.94
ITEM-00010341,ORD-0022953,PROD-00051,2,0.15,126.53
ITEM-00010342,ORD-0004439,PROD-00201,3,0.25,76.06
ITEM-00010343,ORD-0020683,PROD-00280,3,0.0,244.05
ITEM-00010344,ORD-0018034,PROD-00142,5,0.25,180.14
ITEM-00010345,ORD-0020199,PROD-00267,5,0.3,224.16
ITEM-00010346,ORD-0004082,PROD-00297,3,0.15,166.91
ITEM-00010347,ORD-0009427,PROD-00240,4,0.05,125.24
ITEM-00010348,ORD-0022458,PROD-00117,4,0.2,28.91
ITEM-00010349,ORD-0009564,PROD-00254,3,0.1,244.29
ITEM-00010350,ORD-0018382,PROD-00075,5,0.2,202.21
ITEM-00010351,ORD-0006084,PROD-00055,1,0.0,135.72
ITEM-00010352,ORD-0005802,PROD-00251,5,0.15,113.34
ITEM-00010353,ORD-0015076,PROD-00072,4,0.3,107.59
ITEM-00010354,ORD-0015212,PROD-00059,5,0.3,237.85
ITEM-00010355,ORD-0008362,PROD-00219,2,0.25,89.9
ITEM-00010356,ORD-0006120,PROD-00289,2,0.2,235.37
ITEM-00010357,ORD-0003343,PROD-00114,1,0.05,169.71
ITEM-00010358,ORD-0007868,PROD-00260,3,0.1,216.17
ITEM-00010359,ORD-0009469,PROD-00198,1,0.05,79.34
ITEM-00010360,ORD-0015694,PROD-00199,3,0.0,195.18
ITEM-00010361,ORD-0010591,PROD-00240,5,0.1,129.85
ITEM-00010362,ORD-0002243,PROD-00255,5,0.1,222.43
ITEM-00010363,ORD-0006178,PROD-00047,1,0.25,114.44
ITEM-00010364,ORD-0017444,PROD-00140,3,0.25,203.6
ITEM-00010365,ORD-0002203,PROD-00269,1,0.0,77.62
ITEM-00010366,ORD-0010690,PROD-00035,4,0.25,119.81
ITEM-00010367,ORD-0010423,PROD-00073,4,0.3,220.51
ITEM-00010368,ORD-0007873,PROD-00202,5,0.3,173.14
ITEM-00010369,ORD-0018333,PROD-00156,1,0.25,241.66
ITEM-00010370,ORD-0012183,PROD-00237,5,0.2,113.38
ITEM-00010371,ORD-0011720,PROD-00078,1,0.15,216.19
ITEM-00010372,ORD-0015292,PROD-00199,5,0.05,162.26
ITEM-00010373,ORD-0000956,PROD-00003,2,0.05,149.4
ITEM-00010374,ORD-0008841,PROD-00266,1,0.2,181.43
ITEM-00010375,ORD-0004339,PROD-00181,3,0.0,117.3
ITEM-00010376,ORD-0011912,PROD-00212,2,0.05,205.39
ITEM-00010377,ORD-0005424,PROD-00020,5,0.25,179.67
ITEM-00010378,ORD-0003560,PROD-00185,4,0.25,71.63
ITEM-00010379,ORD-0015121,PROD-00050,5,0.15,145.62
ITEM-00010380,ORD-0010801,PROD-00222,3,0.15,160.4
ITEM-00010381,ORD-0007501,PROD-00136,3,0.0,227.99
ITEM-00010382,ORD-0021058,PROD-00109,4,0.0,69.29
ITEM-00010383,ORD-0017685,PROD-00277,4,0.25,90.98
ITEM-00010384,ORD-0009028,PROD-00097,1,0.1,167.74
ITEM-00010385,ORD-0005345,PROD-00077,2,0.1,176.48
ITEM-00010386,ORD-0004620,PROD-00182,3,0.3,50.61
ITEM-00010387,ORD-0023501,PROD-00114,1,0.1,230.91
ITEM-00010388,ORD-0024887,PROD-00031,3,0.15,78.38
ITEM-00010389,ORD-0002350,PROD-00242,4,0.0,33.54
ITEM-00010390,ORD-0002942,PROD-00255,4,0.15,193.56
ITEM-00010391,ORD-0010050,PROD-00119,1,0.0,237.44
ITEM-00010392,ORD-0020251,PROD-00090,1,0.15,153.75
ITEM-00010393,ORD-0017791,PROD-00254,5,0.05,242.5
ITEM-00010394,ORD-0002428,PROD-00215,4,0.05,248.49
ITEM-00010395,ORD-0012223,PROD-00007,3,0.2,246.65
ITEM-00010396,ORD-0012781,PROD-00028,1,0.3,60.33
ITEM-00010397,ORD-0000612,PROD-00083,5,0.05,177.02
ITEM-00010398,ORD-0002287,PROD-00115,4,0.1,87.85
ITEM-00010399,ORD-0000780,PROD-00043,2,0.2,148.29
ITEM-00010400,ORD-0005130,PROD-00236,5,0.25,7.88
ITEM-00010401,ORD-0019053,PROD-00034,2,0.2,64.5
ITEM-00010402,ORD-0021591,PROD-00186,2,0.0,13.95
ITEM-00010403,ORD-0022343,PROD-00068,1,0.2,189.93
ITEM-00010404,ORD-0006847,PROD-00245,1,0.0,216.73
ITEM-00010405,ORD-0020707,PROD-00091,1691,0.25,227.02
ITEM-00010406,ORD-0015614,PROD-00226,4,0.1,85.52
ITEM-00010407,ORD-0013683,PROD-00178,4,0.1,119.66
ITEM-00010408,ORD-0016477,PROD-00075,5,0.25,87.33
ITEM-00010409,ORD-0015284,PROD-00233,5,0.2,126.84
ITEM-00010410,ORD-0022536,PROD-00283,4,0.0,221.44
ITEM-00010411,ORD-0015215,PROD-00270,1,0.1,179.87
ITEM-00010412,ORD-0002860,PROD-00142,4,0.2,105.72
ITEM-00010413,ORD-0015367,PROD-00250,5,0.25,235.93
ITEM-00010414,ORD-0010448,PROD-00187,5,0.1,175.12
ITEM-00010415,ORD-0003669,PROD-00013,5,0.05,186.49
ITEM-00010416,ORD-0018120,PROD-00148,5,0.1,84.05
ITEM-00010417,ORD-0019604,PROD-00100,5,0.25,30.53
ITEM-00010418,ORD-0024852,PROD-00144,2,0.1,47.1
ITEM-00010419,ORD-0015600,PROD-00214,4,0.25,93.58
ITEM-00010420,ORD-0012507,PROD-00274,1,0.1,166.47
ITEM-00010421,ORD-0020183,PROD-00162,4,0.3,209.16
ITEM-00010422,ORD-0009740,PROD-00016,5,0.1,178.37
ITEM-00010423,ORD-0013569,PROD-00090,5,0.0,41.86
ITEM-00010424,ORD-0013274,PROD-00170,1,0.25,137.75
ITEM-00010425,ORD-0018789,PROD-00123,4,0.3,232.68
ITEM-00010426,ORD-0000929,PROD-00007,1,0.1,168.88
ITEM-00010427,ORD-0015134,PROD-00243,2,0.05,189.33
ITEM-00010428,ORD-0024130,PROD-00286,3,0.3,19.87
ITEM-00010429,ORD-0005481,PROD-00206,5,0.1,133.2
ITEM-00010430,ORD-0007218,PROD-00141,3,0.3,16.39
ITEM-00010431,ORD-0016178,PROD-00182,4,0.3,63.57
ITEM-00010432,ORD-0014281,PROD-00251,3,0.3,76.32
ITEM-00010433,ORD-0005060,PROD-00042,4,0.3,37.53
ITEM-00010434,ORD-0017581,PROD-00004,5,0.2,214.02
ITEM-00010435,ORD-0001575,PROD-00291,2,0.2,42.48
ITEM-00010436,ORD-0012870,PROD-00256,5,0.25,182.55
ITEM-00010437,ORD-0009963,PROD-00118,2,0.3,106.51
ITEM-00010438,ORD-0005277,PROD-00202,2,0.15,10.98
ITEM-00010439,ORD-0000411,PROD-00114,5,0.05,122.61
ITEM-00010440,ORD-0000037,PROD-00195,3,0.0,69.46
ITEM-00010441,ORD-0004099,PROD-00037,3,0.3,50.22
ITEM-00010442,ORD-0009056,PROD-00235,2,0.0,219.96
ITEM-00010443,ORD-0018970,PROD-00114,1,0.15,11.2
ITEM-00010444,ORD-0004042,PROD-00197,5,0.3,142.19
ITEM-00010445,ORD-0013064,PROD-00025,5,0.05,129.44
ITEM-00010446,ORD-0024889,PROD-00215,3,0.05,162.66
ITEM-00010447,ORD-0000200,PROD-00232,5,0.05,60.42
ITEM-00010448,ORD-0022656,PROD-00096,3,0.15,10.83
ITEM-00010449,ORD-0019459,PROD-00029,4,0.1,199.26
ITEM-00010450,ORD-0016468,PROD-00294,5,0.0,188.73
ITEM-00010451,ORD-0011019,PROD-00025,5,0.1,131.86
ITEM-00010452,ORD-0017276,PROD-00283,1,0.2,107.81
ITEM-00010453,ORD-0003257,PROD-00153,5,0.1,61.52
ITEM-00010454,ORD-0005878,PROD-00187,5,0.2,69.58
ITEM-00010455,ORD-0000359,PROD-00080,1,0.05,201.11
ITEM-00010456,ORD-0017218,PROD-00057,2,0.05,105.59
ITEM-00010457,ORD-0016754,PROD-00246,2,0.25,98.86
ITEM-00010458,ORD-0022977,PROD-00131,2,0.3,159.1
ITEM-00010459,ORD-0021212,PROD-00167,5,0.25,218.68
ITEM-00010460,ORD-0008772,PROD-00214,1,0.0,197.82
ITEM-00010461,ORD-0018102,PROD-00003,2,0.3,156.51
ITEM-00010462,ORD-0009169,PROD-00150,3,0.2,14.7
ITEM-00010463,ORD-0020232,PROD-00040,1,0.1,178.28
ITEM-00010464,ORD-0021080,PROD-00075,4,0.15,140.33
ITEM-00010465,ORD-0022092,PROD-00171,4,0.1,225.41
ITEM-00010466,ORD-0005487,PROD-00089,3,0.3,21.24
ITEM-00010467,ORD-0013351,PROD-00152,5,0.15,120.83
ITEM-00010468,ORD-0013944,PROD-00071,1,0.1,62.2
ITEM-00010469,ORD-0021986,PROD-00277,3,0.05,224.58
ITEM-00010470,ORD-0019766,PROD-00187,2,0.0,234.72
ITEM-00010471,ORD-0024182,PROD-00091,3,0.2,71.28
ITEM-00010472,ORD-0017455,PROD-00222,3,0.05,233.49
ITEM-00010473,ORD-0022826,PROD-00186,4,0.3,98.05
ITEM-00010474,ORD-0005297,PROD-00172,3,0.1,201.58
ITEM-00010475,ORD-0001933,PROD-00118,1,0.25,126.28
ITEM-00010476,ORD-0019596,PROD-00036,3,0.3,114.3
ITEM-00010477,ORD-0004983,PROD-00059,5,0.05,151.39
ITEM-00010478,ORD-0004735,PROD-00103,5,0.25,210.87
ITEM-00010479,ORD-0000456,PROD-00258,1,0.3,231.08
ITEM-00010480,ORD-0009726,PROD-00150,2,0.05,227.5
ITEM-00010481,ORD-0024057,PROD-00238,3,0.2,68.22
ITEM-00010482,ORD-0001913,PROD-00209,5,0.15,185.1
ITEM-00010483,ORD-0022022,PROD-00094,4,0.15,136.75
ITEM-00010484,ORD-0007943,PROD-00125,4,0.15,185.54
ITEM-00010485,ORD-0014005,PROD-00153,1,0.0,159.6
ITEM-00010486,ORD-0001625,PROD-00262,5,0.3,13.4
ITEM-00010487,ORD-0008902,PROD-00161,2,0.0,89.35
ITEM-00010488,ORD-0002775,PROD-00180,1,0.3,148.2
ITEM-00010489,ORD-0017808,PROD-00250,2,0.0,24.37
ITEM-00010490,ORD-0014690,PROD-00271,4,0.0,149.93
ITEM-00010491,ORD-0024385,PROD-00147,1,0.3,247.55
ITEM-00010492,ORD-0013653,PROD-00057,2,0.25,209.41
ITEM-00010493,ORD-0010078,PROD-00290,4,0.2,76.3
ITEM-00010494,ORD-0001012,PROD-00055,2,0.1,146.06
ITEM-00010495,ORD-0024046,PROD-00138,1,0.3,218.99
ITEM-00010496,ORD-0023539,PROD-00064,5,0.1,146.46
ITEM-00010497,ORD-0000983,PROD-00054,2,0.3,237.58
ITEM-00010498,ORD-0007663,PROD-00188,1,0.05,88.02
ITEM-00010499,ORD-0018952,PROD-00297,2,0.3,41.05
ITEM-00010500,ORD-0009021,PROD-00118,4,0.1,239.59
ITEM-00010501,ORD-0005049,PROD-00286,1,0.25,66.2
ITEM-00010502,ORD-0016734,PROD-00007,5,0.2,21.72
ITEM-00010503,ORD-0001722,PROD-00007,4,0.0,154.88
ITEM-00010504,ORD-0001071,PROD-00201,3,0.05,218.72
ITEM-00010505,ORD-0000786,PROD-00238,1,0.1,210.88
ITEM-00010506,ORD-0005318,PROD-00075,1,0.15,248.26
ITEM-00010507,ORD-0020799,PROD-00256,3,0.1,71.45
ITEM-00010508,ORD-0002497,PROD-00101,2,0.15,180.46
ITEM-00010509,ORD-0009950,PROD-00178,3,0.0,17.34
ITEM-00010510,ORD-0013880,PROD-00192,4,0.15,14.93
ITEM-00010511,ORD-0014149,PROD-00213,4,0.25,65.85
ITEM-00010512,ORD-0019013,PROD-00255,5,0.25,192.04
