return_id,item_id,order_id,return_date,reason,refund_amount
RET-001491,ITEM-00050416,ORD-0008841,2023-09-30,Not as Described,448.36
RET-001492,ITEM-00055071,ORD-0001066,2023-03-31,Late Delivery,216.3
RET-001493,ITEM-00012137,ORD-0007779,2023-09-26,WrongItem,854.12
RET-001494,ITEM-00003388,ORD-0003330,2023-12-15,Damaged,20.34
RET-001495,ITEM-00059277,ORD-0013729,2024-12-17,Changed Mind,29.92
RET-001496,ITEM-00002173,ORD-0005786,2023-08-12,Late Delivery,185.06
RET-001497,ITEM-00028139,ORD-0001555,2024-04-17,WrongItem,335.76
RET-001498,ITEM-00044396,ORD-0024712,2022-11-05,WrongItem,229.71
RET-001499,ITEM-00003043,ORD-0012912,2022-11-10,Late Delivery,186.45
RET-001500,ITEM-00056940,ORD-0024665,2023-04-18,WrongItem,197.33
RET-001501,ITEM-00028287,ORD-0006352,2024-10-11,WrongItem,812.0
RET-001502,ITEM-00017390,ORD-0007452,2023-01-12,Late Delivery,235.2
RET-001503,ITEM-00059151,ORD-0016465,2022-01-29,WrongItem,455.65
RET-001504,ITEM-00007047,ORD-0024780,2022-11-01,Changed Mind,75.01
RET-001505,ITEM-00025622,ORD-0022615,2023-10-04,Not as Described,427.0
RET-001506,ITEM-00010745,ORD-0007882,2024-02-12,Late Delivery,86.55
RET-001507,ITEM-00013263,ORD-0008661,2022-09-25,Damaged,293.6
RET-001508,ITEM-00005202,ORD-0013099,2024-01-06,Damaged,386.38
RET-001509,ITEM-00018007,ORD-0023258,2023-12-08,Damaged,149.85
RET-001510,ITEM-00054343,ORD-0002392,2023-01-21,Not as Described,24.22
RET-001511,ITEM-00016231,ORD-0003274,2024-08-23,Damaged,599.97
RET-001512,ITEM-00038086,ORD-0000338,2022-12-23,Damaged,426.34
RET-001513,ITEM-00012485,ORD-0023592,2022-06-03,Changed Mind,337.28
RET-001514,ITEM-00011227,ORD-0014695,2023-05-22,Damaged,288.9
RET-001515,ITEM-00056448,ORD-0011841,2024-09-24,Not as Described,622.77
RET-001516,ITEM-00037483,ORD-0000002,2022-09-25,Changed Mind,294.96
RET-001517,ITEM-00041751,ORD-0020809,2024-04-26,WrongItem,234.03
RET-001518,ITEM-00059153,ORD-0018697,2022-09-16,Damaged,268.64
RET-001519,ITEM-00020892,ORD-0019167,2022-04-09,Not as Described,508.44
RET-001520,ITEM-00067088,ORD-0013695,2022-01-04,Damaged,51.36
RET-001521,ITEM-00034731,ORD-0018479,2024-05-08,Late Delivery,732.7
RET-001522,ITEM-00066447,ORD-0011065,2022-10-24,Damaged,220.84
RET-001523,ITEM-00032046,ORD-0007297,2022-01-19,Damaged,32.24
RET-001524,ITEM-00059636,ORD-0022435,2023-12-30,Changed Mind,803.28
RET-001525,ITEM-00032699,ORD-0024638,2023-07-18,WrongItem,244.42
RET-001526,ITEM-00012033,ORD-0011791,2025-01-22,Late Delivery,770.45
RET-001527,ITEM-00045210,ORD-0002512,2025-01-26,Changed Mind,234.56
RET-001528,ITEM-00048840,ORD-0011064,2025-03-21,Changed Mind,1063.85
RET-001529,ITEM-00064762,ORD-0003060,2024-12-03,Not as Described,111.06
RET-001530,ITEM-00068076,ORD-0010687,2023-11-25,Damaged,172.98
RET-001531,ITEM-00043511,ORD-0010759,2023-06-16,WrongItem,265.78
RET-001532,ITEM-00034452,ORD-0006489,2022-04-05,Damaged,316.32
RET-001533,ITEM-00047068,ORD-0008412,2024-07-09,Not as Described,188.13
RET-001534,ITEM-00023924,ORD-0000252,2024-11-23,WrongItem,137.3
RET-001535,ITEM-00018734,ORD-0011573,2024-08-25,Changed Mind,52.23
RET-001536,ITEM-00011723,ORD-0014213,2023-02-19,Damaged,449.4
RET-001537,ITEM-00037746,ORD-0001960,2023-04-17,Damaged,595.36
RET-001538,ITEM-00058787,ORD-0014689,2022-12-08,WrongItem,438.92
RET-001539,ITEM-00031410,ORD-0024130,2024-02-04,Late Delivery,955.96
RET-001540,ITEM-00056447,ORD-0010177,2024-07-28,Not as Described,261.32
RET-001541,ITEM-00067191,ORD-0022624,2024-10-19,Not as Described,398.2
RET-001542,ITEM-00033414,ORD-0017953,2022-05-02,Late Delivery,100.8
RET-001543,ITEM-00028616,ORD-0020463,2022-11-17,Damaged,296.07
RET-001544,ITEM-00045613,ORD-0003011,2024-04-07,WrongItem,523.68
RET-001545,ITEM-00053877,ORD-0004945,2022-07-28,Damaged,1179.35
RET-001546,ITEM-00047392,ORD-0018804,2024-05-01,WrongItem,935.2
RET-001547,ITEM-00023394,ORD-0021452,2023-04-12,Not as Described,126.66
RET-001548,ITEM-00030835,ORD-0021127,2023-12-30,Late Delivery,12.14
RET-001549,ITEM-00042689,ORD-0000440,2023-09-17,Changed Mind,806.76
RET-001550,ITEM-00067830,ORD-0004393,2022-06-12,Changed Mind,326.97
RET-001551,ITEM-00057522,ORD-0024935,2024-10-28,Changed Mind,1070.0
RET-001552,ITEM-00006916,ORD-0011415,2024-03-21,Changed Mind,138.25
RET-001553,ITEM-00033368,ORD-0002268,2022-10-20,WrongItem,537.52
RET-001554,ITEM-00020916,ORD-0006627,2022-03-22,Not as Described,14.72
RET-001555,ITEM-00056527,ORD-0008356,2023-04-28,Changed Mind,196.88
RET-001556,ITEM-00035021,ORD-0011982,2022-05-17,Not as Described,221.76
RET-001557,ITEM-00041940,ORD-0008852,2023-03-01,Late Delivery,265.2
RET-001558,ITEM-00060795,ORD-0015600,2024-06-20,Changed Mind,39.08
RET-001559,ITEM-00000593,ORD-0008016,2023-09-11,Not as Described,14.98
RET-001560,ITEM-00013256,ORD-0007228,2022-11-02,Late Delivery,475.76
RET-001561,ITEM-00025281,ORD-0022848,2024-08-16,WrongItem,91.76
RET-001562,ITEM-00025650,ORD-0022097,2023-01-21,Damaged,78.48
RET-001563,ITEM-00014177,ORD-0014409,2024-09-23,Changed Mind,309.81
RET-001564,ITEM-00028261,ORD-0015457,2025-01-05,Damaged,899.35
RET-001565,ITEM-00040851,ORD-0014819,2024-05-18,WrongItem,238.95
RET-001566,ITEM-00060703,ORD-0003363,2022-03-28,Late Delivery,997.2
RET-001567,ITEM-00039643,ORD-0000206,2022-04-08,Not as Described,65.3
RET-001568,ITEM-00013721,ORD-0011967,2023-11-12,WrongItem,60.15
RET-001569,ITEM-00057003,ORD-0019530,2022-05-17,Damaged,246.48
RET-001570,ITEM-00069434,ORD-0000512,2024-09-17,Changed Mind,494.32
RET-001571,ITEM-00026376,ORD-0020553,2024-08-04,Damaged,1017.2
RET-001572,ITEM-00068615,ORD-0020073,2023-10-20,,967.1
RET-001573,ITEM-00043332,ORD-0007973,2024-05-17,Damaged,141.18
RET-001574,ITEM-00058271,ORD-0014769,2022-09-18,Damaged,18.45
RET-001575,ITEM-00047270,ORD-0023886,2024-12-23,WrongItem,345.27
RET-001576,ITEM-00022399,ORD-0014536,2023-06-10,Changed Mind,255.92
RET-001577,ITEM-00021389,ORD-0004607,2024-09-03,Not as Described,356.96
RET-001578,ITEM-00041683,ORD-0018347,2022-09-18,Changed Mind,11.04
RET-001579,ITEM-00057777,ORD-0019962,2024-01-31,WrongItem,572.8
RET-001580,ITEM-00004407,ORD-0012830,2024-04-11,Late Delivery,226.44
RET-001581,ITEM-00043904,ORD-0006233,2023-10-06,Changed Mind,470.86
RET-001582,ITEM-00039626,ORD-0017858,2024-07-31,Changed Mind,35.1
RET-001583,ITEM-00047567,ORD-0000498,2022-11-10,WrongItem,778.24
RET-001584,ITEM-00056222,ORD-0006989,2024-07-20,WrongItem,781.0
RET-001585,ITEM-00027886,ORD-0000029,2024-07-05,Damaged,120.48
RET-001586,ITEM-00015221,ORD-0006802,2023-04-02,Late Delivery,657.3
RET-001587,ITEM-00046115,ORD-0004121,2022-04-14,WrongItem,329.31
RET-001588,ITEM-00069777,ORD-0016179,2023-09-11,Not as Described,205.48
RET-001589,ITEM-00047624,ORD-0005237,2022-06-24,Not as Described,1170.35
RET-001590,ITEM-00022119,ORD-0007607,2023-02-09,Damaged,374.79
RET-001591,ITEM-00041010,ORD-0024351,2022-04-09,Changed Mind,49.19
RET-001592,ITEM-00022231,ORD-0020408,2023-09-17,Changed Mind,250.6
RET-001593,ITEM-00046454,ORD-0013541,2023-02-03,Not as Described,1168.6
RET-001594,ITEM-00039864,ORD-0019996,2024-04-25,Changed Mind,702.6
RET-001595,ITEM-00025239,ORD-0013950,2023-09-22,Damaged,453.4
RET-001596,ITEM-00045004,ORD-0018929,2022-12-06,Damaged,135.96
RET-001597,ITEM-00027572,ORD-0016976,2023-08-05,Damaged,26.58
RET-001598,ITEM-00041065,ORD-0018552,2022-12-28,Changed Mind,1234.8
RET-001599,ITEM-00035791,ORD-0002279,2023-10-30,Damaged,471.5
RET-001600,ITEM-00065689,ORD-0016729,2024-01-16,Damaged,116.37
RET-001601,ITEM-00022310,ORD-0007067,2024-12-08,Damaged,33.95
RET-001602,ITEM-00056707,ORD-0009158,2023-10-30,Changed Mind,39.68
RET-001603,ITEM-00029498,ORD-0018532,2024-11-22,Not as Described,899.52
RET-001604,ITEM-00056205,ORD-0020227,2024-07-19,Late Delivery,812.65
RET-001605,ITEM-00032404,ORD-0016720,2022-07-30,Not as Described,288.18
RET-001606,ITEM-00026101,ORD-0003379,2023-02-16,Late Delivery,62.0
RET-001607,ITEM-00013996,ORD-0009288,2023-12-29,Damaged,114.76
RET-001608,ITEM-00016389,ORD-0010349,2023-05-10,Changed Mind,40.68
RET-001609,ITEM-00043636,ORD-0012693,2023-04-09,Late Delivery,680.0
RET-001610,ITEM-00063435,ORD-0004350,2023-11-11,Damaged,285.25
RET-001611,ITEM-00062674,ORD-0024172,2024-04-03,Damaged,264.8
RET-001612,ITEM-00068870,ORD-0017640,2022-04-06,Damaged,692.94
RET-001613,ITEM-00024814,ORD-0000121,2024-12-23,Changed Mind,249.66
RET-001614,ITEM-00007906,ORD-0024778,2023-07-27,Damaged,545.4
RET-001615,ITEM-00062614,ORD-0012647,2023-08-30,Changed Mind,127.73
RET-001616,ITEM-00005231,ORD-0021190,2023-01-13,Damaged,201.3
RET-001617,ITEM-00007980,ORD-0003052,2022-08-02,Changed Mind,31.96
RET-001618,ITEM-00038422,ORD-0024243,2023-02-18,Damaged,89.86
RET-001619,ITEM-00040043,ORD-0009550,2023-07-18,Damaged,155.57
RET-001620,ITEM-00011483,ORD-0003264,2024-09-14,Changed Mind,279.32
RET-001621,ITEM-00033516,ORD-0017377,2023-01-28,WrongItem,982.25
RET-001622,ITEM-00025246,ORD-0017382,2024-01-17,Late Delivery,464.8
RET-001623,ITEM-00055457,ORD-0007981,2022-09-25,Changed Mind,399.8
RET-001624,ITEM-00010170,ORD-0002649,2024-10-20,Damaged,479.38
RET-001625,ITEM-00016252,ORD-0006900,2024-12-06,WrongItem,358.58
RET-001626,ITEM-00020760,ORD-0001667,2022-06-23,WrongItem,757.88
RET-001627,ITEM-00055910,ORD-0023871,2023-06-12,Not as Described,115.1
RET-001628,ITEM-00049091,ORD-0002472,2022-06-15,Damaged,536.72
RET-001629,ITEM-00067047,ORD-0016812,2022-12-14,WrongItem,320.98
RET-001630,ITEM-00032672,ORD-0018512,2023-06-08,Late Delivery,105.96
RET-001631,ITEM-00020863,ORD-0017487,2022-10-12,Changed Mind,166.95
RET-001632,ITEM-00025874,ORD-0002212,2023-03-08,Changed Mind,1028.0
RET-001633,ITEM-00024191,ORD-0020066,2022-02-28,WrongItem,196.78
RET-001634,ITEM-00005758,ORD-0002367,2023-07-21,Damaged,305.46
RET-001635,ITEM-00020288,ORD-0016290,2023-10-03,Damaged,973.44
RET-001636,ITEM-00020144,ORD-0011507,2024-05-02,WrongItem,668.73
RET-001637,ITEM-00010530,ORD-0016293,2023-08-24,Late Delivery,53.78
RET-001638,ITEM-00055874,ORD-0016844,2023-11-16,Changed Mind,491.04
RET-001639,ITEM-00018083,ORD-0004283,2023-06-30,Changed Mind,739.32
RET-001640,ITEM-00061513,ORD-0014230,2023-05-07,Late Delivery,220.18
RET-001641,ITEM-00016988,ORD-0000391,2023-11-22,Damaged,283.41
RET-001642,ITEM-00019951,ORD-0019959,2023-09-29,Damaged,414.09
RET-001643,ITEM-00057489,ORD-0021623,2023-09-10,Late Delivery,153.87
RET-001644,ITEM-00011954,ORD-0016345,2024-10-16,Not as Described,135.87
RET-001645,ITEM-00002919,ORD-0018993,2024-11-08,Not as Described,365.91
RET-001646,ITEM-00037360,ORD-0007071,2023-12-20,WrongItem,1171.65
RET-001647,ITEM-00001417,ORD-0002113,2022-11-21,WrongItem,303.28
RET-001648,ITEM-00050601,ORD-0016204,2024-09-14,Not as Described,1102.05
RET-001649,ITEM-00025484,ORD-0000757,2022-04-08,WrongItem,1167.9
RET-001650,ITEM-00068971,ORD-0010452,2024-10-29,Late Delivery,313.56
RET-001651,ITEM-00007074,ORD-0022479,2023-10-23,Late Delivery,361.44
RET-001652,ITEM-00011386,ORD-0012747,2023-02-22,Damaged,397.22
RET-001653,ITEM-00035948,ORD-0005428,2023-11-12,WrongItem,108.42
RET-001654,ITEM-00016305,ORD-0021343,2023-06-28,WrongItem,756.48
RET-001655,ITEM-00027722,ORD-0022763,2024-03-11,WrongItem,40.24
RET-001656,ITEM-00037146,ORD-0022931,2023-11-05,Changed Mind,23.28
RET-001657,ITEM-00005201,ORD-0003681,2023-07-30,Damaged,819.68
RET-001658,ITEM-00020570,ORD-0001144,2022-11-11,Changed Mind,207.95
RET-001659,ITEM-00053261,ORD-0000483,2022-10-31,Damaged,651.42
RET-001660,ITEM-00006710,ORD-0022797,2024-03-20,,36.76
RET-001661,ITEM-00028441,ORD-0007971,2023-04-24,Not as Described,192.82
RET-001662,ITEM-00001462,ORD-0023713,2022-10-01,WrongItem,389.97
RET-001663,ITEM-00007982,ORD-0009462,2023-08-04,Changed Mind,576.45
RET-001664,ITEM-00031802,ORD-0022761,2023-10-09,Not as Described,499.18
RET-001665,ITEM-00062280,ORD-0004961,2023-02-16,Late Delivery,1224.9
RET-001666,ITEM-00040502,ORD-0018055,2022-02-17,Damaged,85.98
RET-001667,ITEM-00034468,ORD-0002873,2023-02-02,Changed Mind,69.29
RET-001668,ITEM-00065845,ORD-0000866,2024-05-05,Damaged,884.15
RET-001669,ITEM-00036812,ORD-0015832,2023-04-30,Late Delivery,533.55
RET-001670,ITEM-00057253,ORD-0013533,2023-01-18,WrongItem,152.22
RET-001671,ITEM-00053450,ORD-0015532,2022-05-30,Changed Mind,199.82
RET-001672,ITEM-00013214,ORD-0021388,2023-12-18,Damaged,222.26
RET-001673,ITEM-00021546,ORD-0015983,2022-05-12,,210.39
RET-001674,ITEM-00027822,ORD-0023833,2022-12-24,WrongItem,22.99
RET-001675,ITEM-00053106,ORD-0017974,2024-07-17,Changed Mind,375.75
RET-001676,ITEM-00057362,ORD-0012557,2024-10-25,WrongItem,109.74
RET-001677,ITEM-00039877,ORD-0021587,2025-01-10,Not as Described,466.94
RET-001678,ITEM-00031944,ORD-0004977,2024-06-15,Damaged,172.72
RET-001679,ITEM-00002633,ORD-0014076,2022-10-11,Damaged,673.59
RET-001680,ITEM-00012913,ORD-0020355,2024-10-30,Not as Described,484.6
RET-001681,ITEM-00032455,ORD-0010471,2022-10-13,Damaged,175.22
RET-001682,ITEM-00042002,ORD-0002966,2023-01-23,Not as Described,146.32
RET-001683,ITEM-00025009,ORD-0005659,2024-09-06,Not as Described,183.0
RET-001684,ITEM-00044914,ORD-0023774,2024-11-07,Damaged,319.76
RET-001685,ITEM-00019580,ORD-0012838,2024-12-08,Not as Described,102.49
RET-001686,ITEM-00027197,ORD-0016171,2022-11-04,Damaged,223.69
RET-001687,ITEM-00042957,ORD-0016583,2023-07-22,Late Delivery,205.08
RET-001688,ITEM-00035463,ORD-0010749,2023-03-05,Damaged,439.55
RET-001689,ITEM-00035329,ORD-0005456,2024-02-23,Changed Mind,117.36
RET-001690,ITEM-00016958,ORD-0004513,2024-01-27,Changed Mind,730.04
RET-001691,ITEM-00049604,ORD-0020564,2024-04-28,Not as Described,262.82
RET-001692,ITEM-00016710,ORD-0014038,2023-07-02,Changed Mind,772.6
RET-001693,ITEM-00053697,ORD-0018713,2022-03-13,Late Delivery,792.0
RET-001694,ITEM-00045412,ORD-0020029,2023-02-24,Not as Described,118.95
RET-001695,ITEM-00055037,ORD-0013899,2024-02-17,Not as Described,774.2
RET-001696,ITEM-00016579,ORD-0010022,2024-07-03,Late Delivery,447.44
RET-001697,ITEM-00029172,ORD-0000080,2023-08-17,Not as Described,1144.85
RET-001698,ITEM-00062531,ORD-0021098,2023-09-24,Changed Mind,761.28
RET-001699,ITEM-00068816,ORD-0018186,2023-04-22,WrongItem,216.94
RET-001700,ITEM-00026310,ORD-0007762,2024-12-18,Late Delivery,416.04
RET-001701,ITEM-00065479,ORD-0012735,2023-02-28,Late Delivery,362.67
RET-001702,ITEM-00028202,ORD-0017265,2023-12-21,Changed Mind,332.05
RET-001703,ITEM-00058890,ORD-0012925,2022-08-20,Damaged,429.42
RET-001704,ITEM-00057286,ORD-0012615,2024-09-26,Changed Mind,324.06
RET-001705,ITEM-00015128,ORD-0022682,2022-07-11,WrongItem,230.68
RET-001706,ITEM-00067043,ORD-0013282,2024-04-21,Changed Mind,160.32
RET-001707,ITEM-00050219,ORD-0021426,2022-06-17,WrongItem,628.24
RET-001708,ITEM-00062411,ORD-0004205,2023-12-24,Late Delivery,152.1
RET-001709,ITEM-00026803,ORD-0005359,2023-11-04,Damaged,313.28
RET-001710,ITEM-00041600,ORD-0002763,2022-06-26,Changed Mind,233.1
RET-001711,ITEM-00017623,ORD-0008514,2022-08-30,Late Delivery,47.14
RET-001712,ITEM-00044148,ORD-0000772,2024-01-27,Late Delivery,145.24
RET-001713,ITEM-00014711,ORD-0010435,2023-05-20,Not as Described,171.44
RET-001714,ITEM-00017766,ORD-0020181,2023-12-08,WrongItem,23.73
RET-001715,ITEM-00028763,ORD-0002058,2023-05-04,Damaged,346.05
RET-001716,ITEM-00043656,ORD-0020740,2024-01-03,Late Delivery,59.88
RET-001717,ITEM-00029553,ORD-0009281,2024-04-16,Damaged,219.74
RET-001718,ITEM-00057266,ORD-0023895,2023-07-04,Not as Described,190.61
RET-001719,ITEM-00029097,ORD-0004840,2023-11-17,WrongItem,75.56
RET-001720,ITEM-00010678,ORD-0010519,2024-10-01,Not as Described,214.91
RET-001721,ITEM-00031950,ORD-0023727,2024-02-01,Changed Mind,822.2
RET-001722,ITEM-00040751,ORD-0013585,2024-06-18,Damaged,199.85
RET-001723,ITEM-00053725,ORD-0008260,2022-07-26,WrongItem,1248.05
RET-001724,ITEM-00000103,ORD-0013329,2024-06-19,Changed Mind,386.72
RET-001725,ITEM-00065370,ORD-0007345,2024-01-24,Changed Mind,505.2
RET-001726,ITEM-00044609,ORD-0016993,2024-09-10,WrongItem,872.48
RET-001727,ITEM-00014019,ORD-0015491,2022-08-11,Changed Mind,599.52
RET-001728,ITEM-00026648,ORD-0011671,2022-10-15,Changed Mind,1029.85
RET-001729,ITEM-00022805,ORD-0003357,2022-12-29,WrongItem,489.24
RET-001730,ITEM-00030109,ORD-0008886,2024-05-03,Changed Mind,530.4
RET-001731,ITEM-00019628,ORD-0003417,2024-11-01,Late Delivery,502.92
RET-001732,ITEM-00036745,ORD-0011525,2024-01-03,Changed Mind,347.36
RET-001733,ITEM-00031894,ORD-0017324,2024-02-16,Not as Described,612.65
RET-001734,ITEM-00034078,ORD-0020917,2023-08-11,WrongItem,453.48
RET-001735,ITEM-00032838,ORD-0007899,2024-02-25,Late Delivery,882.0
RET-001736,ITEM-00054568,ORD-0003365,2022-09-03,Not as Described,236.4
RET-001737,ITEM-00022825,ORD-0001742,2022-10-11,Damaged,374.68
RET-001738,ITEM-00032692,ORD-0013250,2025-03-21,Not as Described,30.18
RET-001739,ITEM-00028798,ORD-0020002,2024-08-29,Changed Mind,194.9
RET-001740,ITEM-00034429,ORD-0017078,2023-01-24,WrongItem,259.86
RET-001741,ITEM-00034735,ORD-0011418,2024-03-25,Late Delivery,261.45
RET-001742,ITEM-00035232,ORD-0021673,2022-08-10,Damaged,746.35
RET-001743,ITEM-00059413,ORD-0001875,2024-11-30,Late Delivery,162.56
RET-001744,ITEM-00024237,ORD-0024687,2023-03-30,Late Delivery,117.01
RET-001745,ITEM-00037086,ORD-0004204,2023-06-12,Late Delivery,626.3
RET-001746,ITEM-00043046,ORD-0009425,2024-09-22,WrongItem,664.32
RET-001747,ITEM-00006307,ORD-0006051,2022-10-15,Late Delivery,127.32
RET-001748,ITEM-00004055,ORD-0022493,2024-05-17,Not as Described,466.08
RET-001749,ITEM-00006687,ORD-0022372,2023-04-01,Damaged,498.93
RET-001750,ITEM-00003365,ORD-0001347,2024-03-13,Late Delivery,331.92
RET-001751,ITEM-00006946,ORD-0004627,2022-09-08,WrongItem,477.88
RET-001752,ITEM-00057131,ORD-0023232,2023-09-21,Damaged,154.64
RET-001753,ITEM-00015448,ORD-0007052,2023-01-05,Not as Described,234.8
RET-001754,ITEM-00046114,ORD-0012575,2023-11-30,Changed Mind,184.97
RET-001755,ITEM-00039580,ORD-0002467,2023-05-23,Damaged,668.55
RET-001756,ITEM-00031186,ORD-0022620,2023-12-03,Late Delivery,280.66
RET-001757,ITEM-00013985,ORD-0021104,2023-09-04,WrongItem,376.6
RET-001758,ITEM-00029088,ORD-0017173,2023-05-29,WrongItem,1080.85
RET-001759,ITEM-00067096,ORD-0020448,2022-04-19,WrongItem,918.48
RET-001760,ITEM-00056775,ORD-0011513,2022-05-29,Damaged,680.64
RET-001761,ITEM-00054208,ORD-0009956,2023-04-09,WrongItem,521.35
RET-001762,ITEM-00013500,ORD-0014199,2022-03-16,Late Delivery,812.15
RET-001763,ITEM-00049037,ORD-0017567,2024-02-14,Damaged,431.5
RET-001764,ITEM-00026513,ORD-0020093,2022-12-03,WrongItem,476.58
RET-001765,ITEM-00004965,ORD-0003930,2022-07-24,Late Delivery,701.01
RET-001766,ITEM-00014082,ORD-0004091,2024-11-01,Late Delivery,490.8
RET-001767,ITEM-00034047,ORD-0019337,2022-05-27,Late Delivery,527.49
RET-001768,ITEM-00027200,ORD-0013025,2024-07-10,Not as Described,144.48
RET-001769,ITEM-00042276,ORD-0011196,2022-12-12,Damaged,160.47
RET-001770,ITEM-00069779,ORD-0004904,2023-05-03,Damaged,121.0
RET-001771,ITEM-00052423,ORD-0011764,2022-04-18,Changed Mind,16.38
RET-001772,ITEM-00066645,ORD-0009725,2024-07-22,WrongItem,646.5
RET-001773,ITEM-00055833,ORD-0024402,2022-02-17,Changed Mind,743.3
RET-001774,ITEM-00068994,ORD-0021604,2024-05-21,Changed Mind,453.75
RET-001775,ITEM-00034495,ORD-0021574,2024-07-02,Damaged,360.88
RET-001776,ITEM-00014422,ORD-0001111,2023-03-31,Late Delivery,48.22
RET-001777,ITEM-00068029,ORD-0020635,2022-01-23,Damaged,214.66
RET-001778,ITEM-00032578,ORD-0019236,2023-01-08,WrongItem,479.62
RET-001779,ITEM-00012954,ORD-0013637,2024-01-04,WrongItem,876.3
RET-001780,ITEM-00028581,ORD-0018856,2022-09-12,Not as Described,237.16
RET-001781,ITEM-00051452,ORD-0000143,2022-09-27,Damaged,141.42
RET-001782,ITEM-00037915,ORD-0003529,2024-06-08,Damaged,214.72
RET-001783,ITEM-00061358,ORD-0011428,2022-05-21,,648.25
RET-001784,ITEM-00042567,ORD-0012507,2023-03-29,WrongItem,413.49
RET-001785,ITEM-00041494,ORD-0007530,2023-04-08,WrongItem,684.51
RET-001786,ITEM-00015896,ORD-0009861,2022-08-22,Late Delivery,88.61
RET-001787,ITEM-00026092,ORD-0006050,2024-06-18,Damaged,63.58
RET-001788,ITEM-00062812,ORD-0016957,2024-05-17,Not as Described,576.12
RET-001789,ITEM-00041658,ORD-0021398,2022-04-27,Changed Mind,684.93
RET-001790,ITEM-00034435,ORD-0004702,2023-07-04,Late Delivery,144.03
RET-001791,ITEM-00031882,ORD-0017463,2022-03-23,Late Delivery,676.47
RET-001792,ITEM-00011995,ORD-0020284,2022-06-09,Changed Mind,13.76
RET-001793,ITEM-00035712,ORD-0005553,2022-12-15,Changed Mind,527.95
RET-001794,ITEM-00057681,ORD-0003379,2022-12-16,WrongItem,234.69
RET-001795,ITEM-00004333,ORD-0021852,2024-04-29,Damaged,419.9
RET-001796,ITEM-00033518,ORD-0000105,2022-04-04,Not as Described,51.68
RET-001797,ITEM-00056678,ORD-0014693,2022-04-21,Damaged,741.4
RET-001798,ITEM-00053864,ORD-0010983,2023-12-26,Not as Described,524.43
RET-001799,ITEM-00019257,ORD-0023251,2024-07-17,Late Delivery,387.64
RET-001800,ITEM-00009732,ORD-0010190,2022-08-10,Changed Mind,184.71
RET-001801,ITEM-00046833,ORD-0016411,2024-08-30,Damaged,377.28
RET-001802,ITEM-00009772,ORD-0017397,2023-04-16,Not as Described,145.3
RET-001803,ITEM-00012000,ORD-0014114,2024-12-30,Changed Mind,1032.65
RET-001804,ITEM-00013646,ORD-0015723,2024-08-24,Changed Mind,109.17
RET-001805,ITEM-00063392,ORD-0022406,2023-02-02,Changed Mind,124.14
RET-001806,ITEM-00008859,ORD-0006322,2024-09-24,Not as Described,747.6
RET-001807,ITEM-00034294,ORD-0023601,2024-08-22,WrongItem,618.8
RET-001808,ITEM-00045207,ORD-0024654,2024-01-06,Changed Mind,171.86
RET-001809,ITEM-00041599,ORD-0017148,2023-12-08,Damaged,241.59
RET-001810,ITEM-00048751,ORD-0021535,2022-10-12,Not as Described,182.75
RET-001811,ITEM-00037820,ORD-0018591,2023-10-20,Changed Mind,212.65
RET-001812,ITEM-00039938,ORD-0021931,2022-02-16,Changed Mind,1224.85
RET-001813,ITEM-00044349,ORD-0008418,2024-01-21,Not as Described,590.12
RET-001814,ITEM-00064867,ORD-0008509,2024-07-29,Damaged,81.79
RET-001815,ITEM-00037455,ORD-0004049,2023-07-25,Damaged,311.56
RET-001816,ITEM-00026710,ORD-0014840,2025-02-06,Damaged,192.53
RET-001817,ITEM-00066249,ORD-0003751,2024-12-03,Not as Described,231.25
RET-001818,ITEM-00062439,ORD-0020346,2024-04-26,WrongItem,219.9
RET-001819,ITEM-00008764,ORD-0019436,2022-10-21,Changed Mind,452.44
RET-001820,ITEM-00060955,ORD-0006691,2023-10-26,Damaged,409.15
RET-001821,ITEM-00067948,ORD-0009723,2023-06-09,Damaged,67.5
RET-001822,ITEM-00051650,ORD-0013759,2022-03-08,Late Delivery,324.72
RET-001823,ITEM-00009835,ORD-0023191,2023-10-18,Late Delivery,38.6
RET-001824,ITEM-00023757,ORD-0012026,2023-06-13,Changed Mind,994.68
RET-001825,ITEM-00009546,ORD-0005171,2023-12-11,Late Delivery,1091.55
RET-001826,ITEM-00056797,ORD-0002425,2023-01-04,WrongItem,492.08
RET-001827,ITEM-00042255,ORD-0013247,2023-03-05,Late Delivery,89.04
RET-001828,ITEM-00039173,ORD-0011631,2024-05-02,Not as Described,591.1
RET-001829,ITEM-00031407,ORD-0020231,2023-01-23,Not as Described,226.59
RET-001830,ITEM-00010110,ORD-0005619,2022-07-17,Changed Mind,239.34
RET-001831,ITEM-00039244,ORD-0010278,2024-07-09,WrongItem,222.12
RET-001832,ITEM-00023675,ORD-0006332,2022-11-01,Late Delivery,452.44
RET-001833,ITEM-00005781,ORD-0007495,2023-07-30,Late Delivery,712.7
RET-001834,ITEM-00022952,ORD-0004896,2023-01-12,Damaged,531.09
RET-001835,ITEM-00037899,ORD-0013556,2024-10-25,Changed Mind,286.38
RET-001836,ITEM-00040810,ORD-0022373,2023-01-21,Not as Described,27.0
RET-001837,ITEM-00017622,ORD-0005308,2022-04-24,Late Delivery,1078.0
RET-001838,ITEM-00011549,ORD-0004500,2025-01-22,Changed Mind,343.2
