order_id,customer_id,order_date,payment_method,channel,region,status
ORD-0002167,CUST-004629,2024-10-01 12:00:16,PayPal,Web,South,Refunded
ORD-0002168,CUST-001492,2024-02-26 07:03:38,CC,Marketplace,North,Completed
ORD-0002169,CUST-002621,2022-04-23 20:04:42,COD,Web,South,Completed
ORD-0002170,CUST-001656,2022-04-02 21:29:53,DC,Web,North,Completed
ORD-0002171,CUST-001695,2024-08-09 01:06:41,PayPal,Marketplace,East,Completed
ORD-0002172,CUST-000341,2023-03-20 23:36:14,COD,Mobile App,North,Completed
ORD-0002173,CUST-002448,2023-02-02 01:16:11,Bank Transfer,Web,Central,Completed
ORD-0002174,CUST-002248,2023-11-18 04:29:46,DC,Marketplace,East,Completed
ORD-0002175,CUST-003618,2022-10-26 19:33:01,PayPal,Mobile App,Central,Completed
ORD-0002176,CUST-001983,2022-09-02 13:48:50,CC,Marketplace,South,Completed
ORD-0002177,CUST-003483,2023-02-06 10:46:28,COD,Mobile App,West,Completed
ORD-0002178,CUST-002963,2024-03-13 03:28:48,DC,Marketplace,North,Refunded
ORD-0002179,CUST-003345,2023-12-15 11:34:33,DC,Web,North,Completed
ORD-0002180,CUST-004889,2023-11-10 07:43:13,CC,Mobile App,North,Completed
ORD-0002181,CUST-003201,2024-08-24 20:09:17,PayPal,Marketplace,West,Completed
ORD-0002182,CUST-001729,2023-07-04 02:38:43,CC,Web,Central,Completed
ORD-0002183,CUST-004395,2024-11-30 02:26:35,CC,Mobile App,South,Pending
ORD-0002184,CUST-004514,2023-10-27 22:48:56,DC,Mobile App,West,Completed
ORD-0002185,CUST-002618,2024-01-03 10:33:31,PayPal,Web,Central,Completed
ORD-0002186,CUST-002140,2024-11-26 12:13:47,COD,Marketplace,North,Completed
ORD-0002187,CUST-000413,2023-09-19 08:44:57,COD,Marketplace,West,Completed
ORD-0002188,CUST-004423,2023-08-15 22:37:50,COD,Mobile App,East,Completed
ORD-0002189,CUST-003241,2022-03-21 05:19:04,Bank Transfer,Marketplace,North,Completed
ORD-0002190,CUST-002997,2023-09-22 01:45:53,PayPal,Marketplace,South,Completed
ORD-0002191,CUST-004635,2024-12-14 20:53:33,COD,Web,South,Pending
ORD-0002192,CUST-004072,2024-08-10 18:09:34,DC,Web,Central,Cancelled
ORD-0002193,CUST-004121,2022-07-05 12:00:16,DC,Web,South,Cancelled
ORD-0002194,CUST-001806,2023-02-28 07:23:06,Bank Transfer,Mobile App,West,Completed
ORD-0002195,CUST-001156,2024-10-07 21:03:15,DC,Mobile App,South,Completed
ORD-0002196,CUST-000829,2022-10-23 16:20:34,COD,Marketplace,North,Completed
ORD-0002197,CUST-001176,2024-02-05 08:01:22,DC,Web,East,Completed
ORD-0002198,CUST-004593,2024-11-08 09:28:05,CC,Mobile App,North,Completed
ORD-0002199,CUST-003984,2023-07-18 06:27:23,DC,Web,South,Completed
ORD-0002200,CUST-000919,2022-06-30 11:52:16,PayPal,Marketplace,East,Completed
ORD-0002201,CUST-004213,2023-12-19 00:33:36,DC,Marketplace,East,Completed
ORD-0002202,CUST-000600,2022-02-07 02:34:06,Bank Transfer,Marketplace,North,Pending
ORD-0002203,CUST-004054,2022-07-29 08:59:08,Bank Transfer,Mobile App,Central,Completed
ORD-0002204,CUST-004012,2023-04-20 00:32:17,COD,Marketplace,East,Cancelled
ORD-0002205,CUST-002487,2024-03-17 00:22:44,Bank Transfer,Web,West,Completed
ORD-0002206,CUST-002521,2022-03-23 08:51:33,DC,Marketplace,East,Completed
ORD-0002207,CUST-002486,2022-02-11 03:44:07,DC,Web,West,Completed
ORD-0002208,CUST-003480,2023-02-25 23:53:02,PayPal,Web,West,Completed
ORD-0002209,CUST-002762,,CC,Web,Central,Completed
ORD-0002210,CUST-001957,2022-06-19 05:48:21,COD,Mobile App,Central,Pending
ORD-0002211,CUST-003506,2024-07-25 15:58:12,PayPal,Mobile App,East,Completed
ORD-0002212,CUST-005000,2024-10-24 07:19:37,Bank Transfer,Web,South,Completed
ORD-0002213,CUST-001235,2022-03-13 20:42:08,PayPal,Marketplace,North,Completed
ORD-0002214,CUST-002906,2023-01-26 03:06:32,COD,Marketplace,Central,Completed
ORD-0002215,CUST-004302,2024-08-24 01:12:35,CC,Mobile App,West,Completed
ORD-0002216,CUST-004221,2024-08-19 02:04:10,DC,Mobile App,South,Pending
ORD-0002217,CUST-001061,2023-06-30 14:11:49,Bank Transfer,Marketplace,South,Completed
ORD-0002218,CUST-003180,2023-07-28 05:44:28,PayPal,Web,Central,Completed
ORD-0002219,CUST-001440,2023-05-02 05:08:48,PayPal,Marketplace,South,Completed
ORD-0002220,CUST-004680,2024-06-03 22:49:11,PayPal,Marketplace,West,Completed
ORD-0002221,CUST-004020,2023-03-13 05:24:26,DC,Mobile App,South,Completed
ORD-0002222,CUST-004845,2022-12-04 22:00:26,DC,Marketplace,North,Completed
ORD-0002223,CUST-001133,2023-09-19 00:11:36,Bank Transfer,Web,Central,Completed
ORD-0002224,CUST-002365,2024-04-07 00:43:53,PayPal,Mobile App,Central,Completed
ORD-0002225,CUST-001225,2024-07-06 09:11:08,PayPal,Web,East,Completed
ORD-0002226,CUST-003332,2024-01-05 19:04:21,DC,Mobile App,North,Pending
ORD-0002227,CUST-003519,2022-07-14 07:16:14,PayPal,Web,Central,Completed
ORD-0002228,CUST-000579,2022-11-16 12:20:29,COD,Web,South,Completed
ORD-0002229,CUST-003211,2022-12-13 03:02:07,COD,Mobile App,East,Completed
ORD-0002230,CUST-000390,2023-09-06 10:48:56,CC,Mobile App,South,Completed
ORD-0002231,CUST-002365,2022-10-27 15:09:50,PayPal,Mobile App,South,Completed
ORD-0002232,CUST-003237,2022-04-23 09:20:04,Bank Transfer,Mobile App,South,Completed
ORD-0002233,CUST-000222,2024-06-17 05:49:58,PayPal,Mobile App,West,Pending
ORD-0002234,CUST-000084,2024-01-02 07:56:00,CC,Web,Central,Completed
ORD-0002235,CUST-004333,2023-03-06 16:49:42,PayPal,Mobile App,West,Completed
ORD-0002236,CUST-004942,2023-04-05 17:56:53,Bank Transfer,Marketplace,West,Pending
ORD-0002237,CUST-001520,2023-09-17 06:25:00,PayPal,Web,West,Completed
ORD-0002238,CUST-000591,2022-12-27 19:37:03,Bank Transfer,Marketplace,West,Completed
ORD-0002239,CUST-000869,2022-10-01 18:22:27,DC,Mobile App,North,Completed
ORD-0002240,CUST-004778,2024-08-03 16:19:18,COD,Marketplace,Central,Completed
ORD-0002241,CUST-004138,2022-05-31 21:13:12,PayPal,Marketplace,North,Completed
ORD-0002242,CUST-004518,2022-09-07 06:27:46,Bank Transfer,Mobile App,West,Cancelled
ORD-0002243,CUST-000088,2023-08-26 01:20:25,COD,Mobile App,West,Completed
ORD-0002244,CUST-001538,2022-10-21 11:46:57,COD,Mobile App,Central,Cancelled
ORD-0002245,CUST-004266,2022-05-27 01:05:58,Bank Transfer,Web,East,Completed
ORD-0002246,CUST-003172,2023-12-13 14:15:32,COD,Web,Central,Completed
ORD-0002247,CUST-002597,2022-05-23 06:38:22,CC,Mobile App,East,Completed
ORD-0002248,CUST-001055,2024-10-25 00:57:31,Bank Transfer,Marketplace,West,Pending
ORD-0002249,CUST-002453,2024-08-09 17:36:08,CC,Web,West,Cancelled
ORD-0002250,CUST-003075,2022-10-11 00:36:07,DC,Marketplace,South,Completed
ORD-0002251,CUST-001029,2024-10-03 01:06:12,Bank Transfer,Mobile App,South,Completed
ORD-0002252,CUST-000592,2023-03-03 17:11:35,COD,Marketplace,East,Cancelled
ORD-0002253,CUST-001128,2023-02-18 11:56:00,PayPal,Web,East,Completed
ORD-0002254,CUST-000556,2022-11-30 21:25:20,CC,Mobile App,East,Completed
ORD-0002255,CUST-004636,2024-05-01 07:58:32,COD,Mobile App,Central,Pending
ORD-0002256,CUST-001131,2023-08-18 01:44:54,PayPal,Web,North,Completed
ORD-0002257,CUST-002589,2022-06-29 00:47:53,Bank Transfer,Marketplace,West,Completed
ORD-0002258,CUST-000104,2024-02-04 20:14:56,COD,Web,Central,Completed
ORD-0002259,CUST-001282,2023-06-19 07:41:14,COD,Marketplace,Central,Completed
ORD-0002260,CUST-004314,2024-11-13 08:57:45,DC,Web,East,Completed
ORD-0002261,CUST-000460,2022-12-12 04:01:54,CC,Mobile App,Central,Completed
ORD-0002262,CUST-003297,2022-03-30 05:51:04,COD,Marketplace,South,Completed
ORD-0002263,CUST-000768,2023-06-11 22:22:31,COD,Marketplace,West,Pending
ORD-0002264,CUST-003560,2022-07-13 17:33:26,COD,Web,East,Refunded
ORD-0002265,CUST-004526,2023-01-21 13:58:41,CC,Marketplace,North,Completed
ORD-0002266,CUST-004569,2023-03-28 08:06:11,Bank Transfer,Mobile App,East,Completed
ORD-0002267,CUST-001612,2023-08-03 16:58:42,PayPal,Web,North,Completed
ORD-0002268,CUST-001161,2024-05-31 16:57:16,COD,Marketplace,East,Completed
ORD-0002269,CUST-003242,2024-06-08 02:20:57,CC,Mobile App,East,Completed
ORD-0002270,CUST-000632,2024-04-17 00:07:19,COD,Mobile App,East,Completed
ORD-0002271,CUST-003032,2024-06-17 18:37:09,Bank Transfer,Mobile App,West,Completed
ORD-0002272,CUST-000624,2024-08-22 19:50:18,DC,Marketplace,Central,Completed
ORD-0002273,CUST-000786,2023-08-06 22:52:39,Bank Transfer,Web,North,Completed
ORD-0002274,CUST-004434,2022-02-28 05:26:26,Bank Transfer,Marketplace,West,Completed
ORD-0002275,CUST-001097,2024-10-13 07:21:57,CC,Web,Central,Pending
ORD-0002276,CUST-003501,2023-09-17 14:23:28,PayPal,Web,North,Completed
ORD-0002277,CUST-003047,2024-03-12 11:26:37,COD,Marketplace,Central,Completed
ORD-0002278,CUST-001601,2024-05-17 20:27:47,PayPal,Mobile App,South,Completed
ORD-0002279,CUST-000185,2024-03-13 19:01:26,PayPal,Web,East,Completed
ORD-0002280,CUST-004715,2023-12-26 12:38:36,Bank Transfer,Web,Central,Pending
ORD-0002281,CUST-002805,2024-05-18 16:27:23,COD,Marketplace,West,Completed
ORD-0002282,CUST-004337,2022-06-14 12:30:58,Bank Transfer,Web,South,Completed
ORD-0002283,CUST-001025,2023-04-10 05:52:00,Bank Transfer,Mobile App,South,Completed
ORD-0002284,CUST-000740,2024-03-18 22:59:58,COD,Mobile App,Central,Completed
ORD-0002285,CUST-004734,2024-07-12 14:19:06,COD,Mobile App,West,Completed
ORD-0002286,CUST-003347,2023-08-29 18:11:12,CC,Marketplace,North,Completed
ORD-0002287,CUST-003952,2023-12-31 08:15:51,PayPal,Web,Central,Completed
ORD-0002288,CUST-004705,2024-06-22 22:57:51,PayPal,Web,North,Completed
ORD-0002289,CUST-002590,2024-05-08 07:56:33,PayPal,Mobile App,North,Completed
ORD-0002290,CUST-001249,2022-08-30 01:16:06,COD,Web,West,Completed
ORD-0002291,CUST-001496,2024-06-06 22:23:19,Bank Transfer,Marketplace,West,Pending
ORD-0002292,CUST-001332,2024-07-20 18:21:43,DC,Web,South,Completed
ORD-0002293,CUST-001457,2024-02-16 07:34:19,Bank Transfer,Web,North,Completed
ORD-0002294,CUST-004233,2022-12-24 11:05:22,DC,Mobile App,Central,Completed
ORD-0002295,CUST-000585,2022-09-16 01:40:49,CC,Mobile App,West,Completed
ORD-0002296,CUST-003677,2022-11-20 15:22:05,Bank Transfer,Web,East,Cancelled
ORD-0002297,CUST-004792,2022-06-26 23:14:33,PayPal,Marketplace,West,Completed
ORD-0002298,CUST-000122,2022-05-30 05:44:27,COD,Marketplace,South,Cancelled
ORD-0002299,CUST-004809,2023-06-08 12:59:22,PayPal,Web,West,Completed
ORD-0002300,CUST-000224,2024-09-25 03:54:51,PayPal,Web,North,Completed
ORD-0002301,CUST-003223,2023-12-13 06:02:19,COD,Mobile App,South,Completed
ORD-0002302,CUST-002133,2023-11-03 13:38:05,Bank Transfer,Marketplace,Central,Pending
ORD-0002303,CUST-004375,2023-11-19 22:31:15,DC,Web,South,Pending
ORD-0002304,CUST-000429,2022-02-07 14:00:45,PayPal,Marketplace,Central,Pending
ORD-0002305,CUST-003701,2023-09-19 23:21:49,CC,Mobile App,East,Completed
ORD-0002306,CUST-000461,2022-06-19 18:28:52,CC,Web,East,Cancelled
ORD-0002307,CUST-000011,2024-02-15 20:00:17,Bank Transfer,Web,North,Pending
ORD-0002308,CUST-000225,2023-07-29 15:37:17,Bank Transfer,Marketplace,West,Completed
ORD-0002309,CUST-000226,2022-09-05 17:48:06,COD,Mobile App,South,Completed
ORD-0002310,CUST-003554,2024-09-17 03:57:26,DC,Web,North,Completed
ORD-0002311,CUST-002810,2024-11-05 08:13:37,Bank Transfer,Mobile App,Central,Completed
ORD-0002312,CUST-000019,2022-07-16 14:47:43,Bank Transfer,Mobile App,Central,Completed
ORD-0002313,CUST-000834,2023-04-06 15:21:42,Bank Transfer,Marketplace,South,Completed
ORD-0002314,CUST-001255,2022-03-20 19:46:34,Bank Transfer,Web,North,Completed
ORD-0002315,CUST-001947,2022-02-12 13:14:05,CC,Marketplace,West,Completed
ORD-0002316,CUST-004934,2023-06-17 17:39:12,COD,Web,East,Completed
ORD-0002317,CUST-000589,2023-06-29 14:26:13,CC,Marketplace,Central,Completed
ORD-0002318,CUST-003637,2023-09-11 00:33:51,Bank Transfer,Marketplace,East,Pending
ORD-0002319,CUST-002546,2023-10-01 10:22:51,CC,Marketplace,West,Completed
ORD-0002320,CUST-003086,2024-05-29 14:02:09,CC,Marketplace,West,Completed
ORD-0002321,CUST-001823,2022-12-15 08:35:10,COD,Web,Central,Completed
ORD-0002322,CUST-000939,2024-09-16 14:00:06,CC,Web,South,Completed
ORD-0002323,CUST-000839,2024-03-13 12:22:01,COD,Marketplace,North,Cancelled
ORD-0002324,CUST-003765,2022-11-04 13:46:49,Bank Transfer,Marketplace,North,Pending
ORD-0002325,CUST-002720,2022-06-05 04:10:06,COD,Web,Central,Completed
ORD-0002326,CUST-000507,2022-02-07 09:51:06,PayPal,Marketplace,Central,Completed
ORD-0002327,CUST-003852,2023-01-18 21:52:51,CC,Marketplace,South,Completed
ORD-0002328,CUST-001058,2022-03-09 03:11:13,COD,Mobile App,Central,Completed
ORD-0002329,CUST-002866,2022-11-24 17:24:29,DC,Web,North,Completed
ORD-0002330,CUST-003593,2024-03-17 12:46:56,Bank Transfer,Mobile App,South,Completed
ORD-0002331,CUST-000881,2022-11-17 18:35:28,Bank Transfer,Mobile App,North,Completed
ORD-0002332,CUST-004230,2023-10-02 04:32:45,CC,Web,Central,Completed
ORD-0002333,CUST-004760,2023-01-18 05:48:40,DC,Mobile App,Central,Completed
ORD-0002334,CUST-002223,2023-06-06 09:35:58,CC,Marketplace,West,Completed
ORD-0002335,CUST-000703,2023-12-09 20:53:09,DC,Marketplace,South,Completed
ORD-0002336,CUST-004841,2024-10-01 14:00:56,PayPal,Marketplace,West,Completed
ORD-0002337,CUST-001542,2022-12-11 12:41:15,PayPal,Marketplace,Central,Completed
ORD-0002338,CUST-001798,2022-12-28 02:42:27,CC,Marketplace,West,Completed
ORD-0002339,CUST-002868,2024-02-13 02:12:24,PayPal,Web,Central,Completed
ORD-0002340,CUST-004319,2022-03-20 20:06:44,Bank Transfer,Web,West,Cancelled
ORD-0002341,CUST-000018,2024-12-13 18:00:05,CC,Web,East,Completed
ORD-0002342,CUST-004246,2023-09-21 16:06:18,DC,Web,East,Completed
ORD-0002343,CUST-000488,2024-01-04 16:54:13,CC,Marketplace,South,Completed
ORD-0002344,CUST-004659,2024-02-06 21:08:00,DC,Mobile App,West,Completed
ORD-0002345,CUST-001531,2024-09-08 23:48:59,COD,Web,Central,Completed
ORD-0002346,CUST-002145,2024-05-31 20:58:29,COD,Marketplace,North,Pending
ORD-0002347,CUST-000570,2024-06-15 05:13:15,CC,Marketplace,South,Completed
ORD-0002348,CUST-001484,2024-06-01 02:35:49,Bank Transfer,Mobile App,North,Completed
ORD-0002349,CUST-003892,2023-01-06 18:06:54,CC,Web,South,Completed
ORD-0002350,CUST-000650,2022-03-19 06:01:49,Bank Transfer,Web,North,Completed
ORD-0002351,CUST-001692,2022-01-28 20:00:36,DC,Web,North,Completed
ORD-0002352,CUST-004741,2022-06-27 11:03:44,DC,Marketplace,North,Completed
ORD-0002353,CUST-001948,2023-06-07 02:25:14,PayPal,Web,North,Completed
ORD-0002354,CUST-004229,2022-12-10 08:21:57,CC,Mobile App,South,Completed
ORD-0002355,CUST-004818,2024-08-05 05:11:39,COD,Marketplace,Central,Completed
ORD-0002356,CUST-001472,2024-12-19 16:23:58,Bank Transfer,Web,South,Pending
ORD-0002357,CUST-000335,2023-09-12 05:07:22,DC,Marketplace,West,Completed
ORD-0002358,CUST-004132,2022-02-16 21:23:25,CC,Web,West,Completed
ORD-0002359,CUST-003760,2024-05-24 10:15:25,DC,Marketplace,West,Pending
ORD-0002360,CUST-000283,2024-08-05 19:17:31,PayPal,Web,East,Completed
ORD-0002361,CUST-004809,2022-05-15 06:51:11,COD,Mobile App,East,Cancelled
ORD-0002362,CUST-001850,2022-09-08 16:46:05,PayPal,Mobile App,Central,Completed
ORD-0002363,CUST-002746,2022-09-06 21:12:18,PayPal,Mobile App,East,Cancelled
ORD-0002364,CUST-001827,2023-02-25 09:28:24,PayPal,Web,South,Completed
ORD-0002365,CUST-004559,2024-11-02 13:12:02,PayPal,Web,North,Completed
ORD-0002366,CUST-004967,2022-11-08 23:03:41,CC,Mobile App,North,Refunded
ORD-0002367,CUST-004287,2024-07-16 09:57:20,COD,Mobile App,South,Completed
ORD-0002368,CUST-004931,2024-06-06 10:27:52,Bank Transfer,Marketplace,North,Completed
ORD-0002369,,2022-10-03 12:19:55,PayPal,Mobile App,West,Cancelled
ORD-0002370,CUST-002709,2023-04-29 18:37:13,COD,Web,West,Completed
ORD-0002371,CUST-004399,2023-04-06 13:25:09,DC,Web,East,Completed
ORD-0002372,CUST-000653,2022-08-18 00:25:14,CC,Mobile App,South,Completed
ORD-0002373,CUST-004978,2024-12-01 20:43:19,Bank Transfer,Mobile App,East,Completed
ORD-0002374,CUST-001651,2022-07-04 15:15:22,COD,Marketplace,North,Completed
ORD-0002375,CUST-002826,2022-05-31 14:08:18,PayPal,Marketplace,North,Completed
ORD-0002376,CUST-000155,2024-10-07 01:43:01,PayPal,Mobile App,East,Completed
ORD-0002377,CUST-003087,2023-08-15 20:58:07,DC,Web,North,Completed
ORD-0002378,CUST-003488,2022-05-14 22:27:22,CC,Web,West,Completed
ORD-0002379,CUST-004241,2023-08-24 05:58:09,PayPal,Web,East,Pending
ORD-0002380,CUST-003802,2022-09-02 21:49:36,DC,Web,West,Completed
ORD-0002381,CUST-002429,2024-09-25 07:14:13,COD,Web,Central,Completed
ORD-0002382,CUST-001578,2023-11-28 19:25:23,COD,Marketplace,South,Completed
ORD-0002383,CUST-002239,2023-03-03 11:59:37,COD,Marketplace,East,Pending
ORD-0002384,CUST-000930,2023-04-28 06:56:44,DC,Web,West,Completed
ORD-0002385,CUST-003054,2023-07-04 07:08:59,DC,Web,South,Completed
ORD-0002386,CUST-004645,,PayPal,Web,West,Completed
ORD-0002387,CUST-004519,2024-11-23 07:06:16,Bank Transfer,Mobile App,West,Completed
ORD-0002388,CUST-000439,2023-09-23 08:22:24,COD,Mobile App,North,Completed
ORD-0002389,CUST-004496,2023-07-14 05:09:35,Bank Transfer,Web,West,Completed
ORD-0002390,CUST-003486,2023-10-10 15:09:19,PayPal,Mobile App,East,Completed
ORD-0002391,CUST-004908,2022-11-29 18:58:02,PayPal,Web,South,Cancelled
ORD-0002392,CUST-003990,2024-06-04 21:45:52,Bank Transfer,Mobile App,East,Completed
ORD-0002393,CUST-002509,2022-01-01 15:12:44,Bank Transfer,Marketplace,Central,Completed
ORD-0002394,CUST-002457,2022-11-03 12:22:53,DC,Web,Central,Completed
ORD-0002395,CUST-004767,2023-04-21 00:11:53,COD,Web,North,Completed
ORD-0002396,CUST-004432,2024-09-29 06:21:58,CC,Marketplace,South,Completed
ORD-0002397,CUST-001550,2022-02-04 05:59:11,CC,Marketplace,North,Completed
ORD-0002398,CUST-003507,2023-12-01 16:17:25,DC,Marketplace,South,Completed
ORD-0002399,CUST-001009,2024-04-15 01:44:08,CC,Marketplace,West,Completed
ORD-0002400,CUST-000886,2023-05-15 15:41:56,PayPal,Web,West,Completed
ORD-0002401,CUST-004432,2022-03-07 13:09:10,CC,Marketplace,East,Completed
ORD-0002402,CUST-004047,2024-09-26 08:47:09,PayPal,Web,South,Completed
ORD-0002403,CUST-004200,2024-12-19 10:59:42,COD,Mobile App,East,Completed
ORD-0002404,CUST-001833,2023-01-09 06:00:28,COD,Mobile App,East,Completed
ORD-0002405,CUST-001832,2023-04-17 15:22:42,Bank Transfer,Marketplace,North,Cancelled
ORD-0002406,CUST-001506,2023-04-02 12:13:08,DC,Marketplace,North,Completed
ORD-0002407,CUST-004701,2022-10-02 03:50:43,CC,Marketplace,South,Cancelled
ORD-0002408,CUST-004702,2022-05-23 09:01:29,CC,Marketplace,East,Completed
ORD-0002409,CUST-001271,2024-07-17 03:07:36,COD,Web,East,Pending
ORD-0002410,CUST-004268,2022-06-29 09:39:26,Bank Transfer,Marketplace,Central,Completed
ORD-0002411,CUST-000421,2023-11-13 13:43:32,DC,Web,South,Completed
ORD-0002412,CUST-002094,2024-07-28 20:59:48,Bank Transfer,Mobile App,Central,Completed
ORD-0002413,CUST-002179,2023-02-09 09:30:23,Bank Transfer,Mobile App,East,Completed
ORD-0002414,CUST-002656,2023-06-14 14:40:09,DC,Mobile App,South,Completed
ORD-0002415,CUST-000081,2022-03-27 08:06:33,CC,Mobile App,West,Completed
ORD-0002416,CUST-003318,2022-11-07 08:34:36,PayPal,Marketplace,South,Completed
ORD-0002417,CUST-000383,2022-09-05 04:34:41,COD,Marketplace,North,Completed
ORD-0002418,CUST-000098,2022-01-08 03:57:15,CC,Web,Central,Completed
ORD-0002419,CUST-000423,2024-09-26 18:18:07,CC,Marketplace,West,Completed
ORD-0002420,CUST-002393,2022-07-20 11:02:41,Bank Transfer,Mobile App,West,Completed
ORD-0002421,CUST-001937,2024-07-11 01:37:03,Bank Transfer,Web,East,Completed
ORD-0002422,CUST-001931,2024-08-30 07:06:16,Bank Transfer,Marketplace,East,Completed
ORD-0002423,CUST-001934,2024-02-05 08:42:58,PayPal,Mobile App,East,Completed
ORD-0002424,CUST-001355,2022-09-16 05:32:48,COD,Marketplace,East,Completed
ORD-0002425,CUST-003315,2024-03-03 01:17:43,CC,Marketplace,West,Completed
ORD-0002426,CUST-004729,2022-01-03 20:57:18,CC,Marketplace,South,Completed
ORD-0002427,CUST-004969,2023-04-09 13:35:58,COD,Web,East,Completed
ORD-0002428,CUST-000792,2024-01-30 22:39:09,PayPal,Web,North,Completed
ORD-0002429,CUST-004175,2024-04-02 12:12:09,Bank Transfer,Web,Central,Completed
ORD-0002430,CUST-004614,2024-01-26 09:51:39,PayPal,Marketplace,East,Pending
ORD-0002431,CUST-004638,2024-08-14 16:50:05,PayPal,Mobile App,West,Pending
ORD-0002432,CUST-000545,2022-11-25 08:57:12,PayPal,Web,North,Refunded
ORD-0002433,CUST-002686,2022-10-01 06:30:28,COD,Web,East,Completed
ORD-0002434,CUST-000734,2024-01-02 00:55:58,Bank Transfer,Mobile App,South,Completed
ORD-0002435,CUST-002215,2022-12-16 00:50:46,CC,Web,North,Completed
ORD-0002436,CUST-001520,2022-03-28 21:33:27,PayPal,Web,East,Completed
ORD-0002437,CUST-000201,2024-11-26 05:00:13,PayPal,Web,Central,Completed
ORD-0002438,CUST-002945,2024-08-06 16:35:11,COD,Mobile App,South,Completed
ORD-0002439,CUST-001962,2024-07-02 05:25:36,DC,Web,West,Completed
ORD-0002440,CUST-004039,2022-07-23 23:12:39,DC,Mobile App,North,Completed
ORD-0002441,CUST-003821,2023-06-05 21:02:23,Bank Transfer,Marketplace,Central,Completed
ORD-0002442,CUST-002978,2022-11-30 11:41:05,COD,Mobile App,South,Completed
ORD-0002443,CUST-002652,2023-11-29 04:21:58,PayPal,Mobile App,North,Cancelled
ORD-0002444,CUST-002033,2024-05-12 01:58:02,PayPal,Web,Central,Completed
ORD-0002445,CUST-002351,2023-04-27 00:04:58,COD,Marketplace,East,Completed
ORD-0002446,CUST-003313,2022-03-08 15:31:01,PayPal,Marketplace,North,Pending
ORD-0002447,CUST-002445,2023-09-07 05:36:52,PayPal,Marketplace,North,Completed
ORD-0002448,CUST-003127,2023-01-29 09:02:15,Bank Transfer,Mobile App,West,Completed
ORD-0002449,CUST-000400,2022-07-26 11:53:01,PayPal,Web,Central,Completed
ORD-0002450,CUST-003507,2023-02-18 20:51:19,PayPal,Marketplace,East,Completed
ORD-0002451,CUST-002845,2022-01-14 22:50:40,PayPal,Marketplace,South,Cancelled
ORD-0002452,CUST-004941,2024-03-07 12:31:26,DC,Mobile App,North,Completed
ORD-0002453,CUST-002083,2024-08-28 14:57:38,COD,Web,Central,Completed
ORD-0002454,CUST-003248,2023-04-28 11:23:24,CC,Mobile App,North,Completed
ORD-0002455,CUST-001943,2023-07-21 11:12:46,CC,Web,West,Completed
ORD-0002456,CUST-002145,2024-10-01 01:55:32,CC,Mobile App,South,Pending
ORD-0002457,CUST-004830,2023-11-27 00:44:55,DC,Marketplace,South,Completed
ORD-0002458,CUST-002005,2024-02-19 19:48:14,DC,Mobile App,North,Completed
ORD-0002459,CUST-000841,2022-09-10 01:02:58,PayPal,Mobile App,East,Completed
ORD-0002460,CUST-004257,2022-03-26 22:52:00,PayPal,Mobile App,North,Completed
ORD-0002461,CUST-001537,2023-09-20 23:06:30,COD,Web,North,Completed
ORD-0002462,CUST-003366,2024-06-14 07:11:06,PayPal,Marketplace,North,Completed
ORD-0002463,CUST-000442,2024-02-05 11:46:07,Bank Transfer,Mobile App,South,Completed
ORD-0002464,CUST-004711,2022-03-23 09:30:02,PayPal,Mobile App,East,Completed
ORD-0002465,CUST-001526,2023-03-31 07:01:29,CC,Marketplace,South,Completed
ORD-0002466,CUST-001275,2022-06-02 01:42:21,COD,Web,North,Completed
ORD-0002467,CUST-000334,2023-03-21 19:45:33,Bank Transfer,Mobile App,South,Pending
ORD-0002468,CUST-004491,2022-02-23 01:13:25,Bank Transfer,Marketplace,West,Completed
ORD-0002469,CUST-004580,2024-11-23 03:25:29,COD,Marketplace,West,Completed
ORD-0002470,CUST-003711,2022-01-23 15:09:26,Bank Transfer,Mobile App,Central,Completed
ORD-0002471,CUST-002445,2023-02-14 07:08:42,CC,Mobile App,East,Completed
ORD-0002472,CUST-004448,2023-03-14 08:11:51,COD,Web,South,Completed
ORD-0002473,CUST-002404,2022-04-02 03:56:06,PayPal,Web,East,Completed
ORD-0002474,CUST-004882,2023-04-17 10:10:22,Bank Transfer,Marketplace,Central,Completed
ORD-0002475,CUST-002173,2024-09-06 23:53:57,DC,Marketplace,East,Completed
ORD-0002476,CUST-002594,2023-03-16 17:44:11,DC,Mobile App,Central,Completed
ORD-0002477,CUST-002755,2023-04-21 13:25:28,COD,Mobile App,Central,Completed
ORD-0002478,CUST-000146,2022-03-14 07:26:40,DC,Web,North,Completed
ORD-0002479,CUST-000915,2022-10-05 13:49:18,COD,Mobile App,North,Completed
ORD-0002480,CUST-004024,2023-04-15 18:28:38,PayPal,Mobile App,East,Completed
ORD-0002481,CUST-000405,2023-12-09 03:27:52,COD,Web,West,Completed
ORD-0002482,CUST-003088,2022-07-07 10:57:15,DC,Mobile App,West,Completed
ORD-0002483,CUST-002505,2023-04-10 14:59:48,Bank Transfer,Mobile App,North,Completed
ORD-0002484,CUST-000736,2022-06-27 00:34:40,COD,Web,North,Completed
ORD-0002485,CUST-001464,2024-03-15 10:01:54,COD,Web,South,Pending
ORD-0002486,CUST-004826,2024-09-03 09:25:02,COD,Marketplace,East,Cancelled
