return_id,item_id,order_id,return_date,reason,refund_amount
RET-001120,ITEM-00003322,ORD-0012583,,Late Delivery,163.55
RET-001121,ITEM-00035146,ORD-0001221,2024-07-04,Late Delivery,401.56
RET-001122,ITEM-00001079,ORD-0011116,2023-11-07,Wrong Item,434.49
RET-001123,ITEM-00009782,ORD-0015822,,Wrong Item,116.23
RET-001124,ITEM-00014295,ORD-0024192,,Late Delivery,263.67
RET-001125,ITEM-00022465,ORD-0016707,,Not as Described,109.5
RET-001126,ITEM-00069981,ORD-0007592,,Changed Mind,92.7
RET-001127,ITEM-00053546,ORD-0003567,2024-08-01,Changed Mind,869.2
RET-001128,ITEM-00048665,ORD-0024447,,Late Delivery,223.52
RET-001129,ITEM-00039587,ORD-0018762,,Damaged,376.84
RET-001130,ITEM-00058556,ORD-0006830,,Late Delivery,709.04
RET-001131,ITEM-00065748,ORD-0010249,,Wrong Item,565.2
RET-001132,ITEM-00001088,ORD-0011968,,Wrong Item,646.52
RET-001133,ITEM-00055709,ORD-0001071,2023-12-06,Wrong Item,505.15
RET-001134,ITEM-00068493,ORD-0006754,2024-06-11,Changed Mind,300.42
RET-001135,ITEM-00011105,ORD-0003352,2024-04-05,Wrong Item,18.7
RET-001136,ITEM-00064025,ORD-0016227,2022-08-07,Late Delivery,760.45
RET-001137,ITEM-00017981,ORD-0004458,2022-12-09,Unknown,237.47
RET-001138,ITEM-00001407,ORD-0013926,,Damaged,134.56
RET-001139,ITEM-00051722,ORD-0012339,,Changed Mind,713.64
RET-001140,ITEM-00017282,ORD-0007742,,Late Delivery,199.25
RET-001141,ITEM-00026019,ORD-0003080,,Late Delivery,1230.9
RET-001142,ITEM-00064464,ORD-0008711,,Late Delivery,712.95
RET-001143,ITEM-00046144,ORD-0015879,2024-06-03,Damaged,389.35
RET-001144,ITEM-00032258,ORD-0009901,2024-01-09,Not as Described,49.34
RET-001145,ITEM-00038261,ORD-0018392,2023-10-08,Late Delivery,797.2
RET-001146,ITEM-00010848,ORD-0017338,2022-11-11,Not as Described,81.69
RET-001147,ITEM-00060628,ORD-0014611,,Not as Described,289.35
RET-001148,ITEM-00010776,ORD-0009782,,Damaged,997.24
RET-001149,ITEM-00024517,ORD-0015998,,Not as Described,474.6
RET-001150,ITEM-00037466,ORD-0020961,,Wrong Item,587.65
RET-001151,ITEM-00024658,ORD-0004156,2023-05-08,Wrong Item,68.55
RET-001152,ITEM-00034835,ORD-0017800,,Wrong Item,518.8
RET-001153,ITEM-00000863,ORD-0023922,,Not as Described,214.45
RET-001154,ITEM-00053209,ORD-0007607,,Late Delivery,13.77
RET-001155,ITEM-00066636,ORD-0019963,,Late Delivery,50.05
RET-001156,ITEM-00037476,ORD-0004317,2022-09-12,Wrong Item,248.2
RET-001157,ITEM-00023229,ORD-0010512,,Damaged,173.8
RET-001158,ITEM-00044885,ORD-0010744,2023-06-02,Wrong Item,202.72
RET-001159,ITEM-00050953,ORD-0001955,,Damaged,428.4
RET-001160,ITEM-00054402,ORD-0022917,2024-01-05,Not as Described,47.06
RET-001161,ITEM-00043501,ORD-0014082,,Changed Mind,404.78
RET-001162,ITEM-00017771,ORD-0009905,2023-11-06,Changed Mind,656.13
RET-001163,ITEM-00057191,ORD-0007631,2024-03-01,Late Delivery,219.94
RET-001164,ITEM-00047396,ORD-0007235,2023-10-01,Not as Described,377.37
RET-001165,ITEM-00066785,ORD-0009853,,Late Delivery,353.86
RET-001166,ITEM-00047050,ORD-0000785,2023-06-12,Late Delivery,739.15
RET-001167,ITEM-00046797,ORD-0010885,2024-10-07,Changed Mind,146.88
RET-001168,ITEM-00026958,ORD-0019511,,Not as Described,264.64
RET-001169,ITEM-00051863,ORD-0002372,,Damaged,652.4
RET-001170,ITEM-00023511,ORD-0023922,,Not as Described,209.69
RET-001171,ITEM-00003606,ORD-0021879,2022-08-11,Wrong Item,227.04
RET-001172,ITEM-00010897,ORD-0024056,,Not as Described,125.84
RET-001173,ITEM-00042153,ORD-0008639,,Wrong Item,987.96
RET-001174,ITEM-00012838,ORD-0004450,,Changed Mind,444.04
RET-001175,ITEM-00039055,ORD-0002333,,Late Delivery,427.78
RET-001176,ITEM-00036345,ORD-0023592,,Changed Mind,195.54
RET-001177,ITEM-00043466,ORD-0018956,2022-06-06,Changed Mind,385.78
RET-001178,ITEM-00010666,ORD-0004531,2023-10-05,Wrong Item,118.38
RET-001179,ITEM-00043862,ORD-0002666,,Not as Described,94.65
RET-001180,ITEM-00029788,ORD-0014489,,Changed Mind,14.78
RET-001181,ITEM-00030625,ORD-0024498,,Damaged,349.4
RET-001182,ITEM-00007924,ORD-0018393,2024-03-09,Changed Mind,499.02
RET-001183,ITEM-00008753,ORD-0014492,2023-06-02,Damaged,427.38
RET-001184,ITEM-00046626,ORD-0003002,2024-11-02,Wrong Item,242.32
RET-001185,ITEM-00056190,ORD-0012832,,Changed Mind,616.55
RET-001186,ITEM-00060182,ORD-0023220,2023-01-12,Late Delivery,288.4
RET-001187,ITEM-00043727,ORD-0007427,,Late Delivery,313.15
RET-001188,ITEM-00035303,ORD-0015385,2022-04-07,Changed Mind,945.68
RET-001189,ITEM-00031493,ORD-0013901,2022-07-04,Damaged,118.16
RET-001190,ITEM-00017750,ORD-0014462,2022-07-07,Wrong Item,116.36
RET-001191,ITEM-00020813,ORD-0019672,,Changed Mind,324.0
RET-001192,ITEM-00065820,ORD-0010709,2023-12-03,Changed Mind,1078.2
RET-001193,ITEM-00008115,ORD-0000176,,Wrong Item,529.64
RET-001194,ITEM-00027564,ORD-0000522,,Changed Mind,400.41
RET-001195,ITEM-00048027,ORD-0024414,,Wrong Item,920.0
RET-001196,ITEM-00004617,ORD-0010887,2023-06-04,Late Delivery,280.84
RET-001197,ITEM-00057162,ORD-0019492,,Late Delivery,313.8
RET-001198,ITEM-00031226,ORD-0007331,2022-04-09,Changed Mind,422.65
RET-001199,ITEM-00035107,ORD-0024138,2023-09-02,Changed Mind,669.85
RET-001200,ITEM-00063987,ORD-0019300,2023-04-09,Not as Described,223.88
RET-001201,ITEM-00068573,ORD-0013583,,Damaged,159.97
RET-001202,ITEM-00057323,ORD-0013925,2024-02-02,Damaged,176.58
RET-001203,ITEM-00017122,ORD-0002633,,Not as Described,733.86
RET-001204,ITEM-00036217,ORD-0002990,,Wrong Item,338.07
RET-001205,ITEM-00036971,ORD-0022732,2024-02-12,Not as Described,855.85
RET-001206,ITEM-00014522,ORD-0023288,,Not as Described,6.4
RET-001207,ITEM-00034493,ORD-0015188,,Damaged,871.8
RET-001208,ITEM-00005729,ORD-0008228,,Late Delivery,478.34
RET-001209,ITEM-00002346,ORD-0021739,2024-03-10,Damaged,577.98
RET-001210,ITEM-00000794,ORD-0009077,,Changed Mind,64.72
RET-001211,ITEM-00062309,ORD-0020675,,Damaged,89.04
RET-001212,ITEM-00034891,ORD-0009461,,Wrong Item,567.51
RET-001213,ITEM-00064282,ORD-0019704,,Not as Described,434.02
RET-001214,ITEM-00039641,ORD-0002157,,Changed Mind,431.44
RET-001215,ITEM-00062717,ORD-0015430,,Wrong Item,829.12
RET-001216,ITEM-00008821,ORD-0018148,,Late Delivery,74.49
RET-001217,ITEM-00000284,ORD-0010135,,Changed Mind,121.5
RET-001218,ITEM-00065310,ORD-0015598,,Not as Described,1231.15
RET-001219,ITEM-00068425,ORD-0001745,2022-10-04,Changed Mind,675.33
RET-001220,ITEM-00032928,ORD-0004086,,Late Delivery,124.32
RET-001221,ITEM-00009158,ORD-0012070,,Late Delivery,113.92
RET-001222,ITEM-00036787,ORD-0023190,2023-01-03,Changed Mind,312.92
RET-001223,ITEM-00059957,ORD-0017384,2022-03-04,Late Delivery,694.2
RET-001224,ITEM-00018882,ORD-0024501,,Damaged,1117.65
RET-001225,ITEM-00043635,ORD-0005378,2023-09-09,Wrong Item,492.0
RET-001226,ITEM-00023815,ORD-0000430,,Not as Described,443.35
RET-001227,ITEM-00059294,ORD-0015560,2024-12-04,Wrong Item,459.0
RET-001228,ITEM-00014136,ORD-0021229,2023-04-05,Not as Described,21.18
RET-001229,ITEM-00013324,ORD-0002721,,Wrong Item,37.36
RET-001230,ITEM-00017844,ORD-0022798,2023-10-06,Damaged,490.4
RET-001231,ITEM-00068042,ORD-0023064,,Wrong Item,504.12
RET-001232,ITEM-00009380,ORD-0010362,,Late Delivery,961.35
RET-001233,ITEM-00068894,ORD-0021894,,Not as Described,1167.15
RET-001234,ITEM-00009497,ORD-0020421,,Late Delivery,140.15
RET-001235,ITEM-00056667,ORD-0015289,,Wrong Item,160.12
RET-001236,ITEM-00044764,ORD-0004147,,Wrong Item,529.64
RET-001237,ITEM-00000638,ORD-0008173,2022-04-04,Not as Described,179.8
RET-001238,ITEM-00053478,ORD-0017485,,Changed Mind,99.2
RET-001239,ITEM-00028313,ORD-0024840,,Changed Mind,598.2
RET-001240,ITEM-00041699,ORD-0009670,2022-05-04,Wrong Item,324.8
RET-001241,ITEM-00004276,ORD-0024874,2024-07-08,Damaged,718.38
RET-001242,ITEM-00028382,ORD-0021458,2022-01-11,Changed Mind,204.25
RET-001243,ITEM-00020655,ORD-0012154,,Changed Mind,470.2
RET-001244,ITEM-00054634,ORD-0007659,,Damaged,43.5
RET-001245,ITEM-00055598,ORD-0021327,2023-03-02,Not as Described,175.4
RET-001246,ITEM-00051081,ORD-0013109,2022-12-03,Not as Described,145.78
RET-001247,ITEM-00027036,ORD-0007603,2023-12-02,Wrong Item,246.72
RET-001248,ITEM-00044528,ORD-0008056,2023-10-08,Not as Described,1172.05
RET-001249,ITEM-00021605,ORD-0000083,,Damaged,113.8
RET-001250,ITEM-00036173,ORD-0000163,,Wrong Item,104.47
RET-001251,ITEM-00066789,ORD-0023842,,Late Delivery,29.15
RET-001252,ITEM-00063365,ORD-0024260,,Late Delivery,55.46
RET-001253,ITEM-00056007,ORD-0006957,,Damaged,226.11
RET-001254,ITEM-00005734,ORD-0010140,,Not as Described,147.05
RET-001255,ITEM-00025308,ORD-0000253,,Late Delivery,818.76
RET-001256,ITEM-00004148,ORD-0016173,,Wrong Item,377.92
RET-001257,ITEM-00026294,ORD-0013726,,Changed Mind,436.72
RET-001258,ITEM-00006490,ORD-0014438,,Wrong Item,239.52
RET-001259,ITEM-00004695,ORD-0003406,2022-01-08,Damaged,563.28
RET-001260,ITEM-00063593,ORD-0022677,2024-01-04,Not as Described,688.26
RET-001261,ITEM-00011800,ORD-0012756,,Changed Mind,679.84
RET-001262,ITEM-00031333,ORD-0017388,,Wrong Item,716.76
RET-001263,ITEM-00037545,ORD-0024164,,Not as Described,244.3
RET-001264,ITEM-00026419,ORD-0014994,2024-03-11,Changed Mind,546.0
RET-001265,ITEM-00028116,ORD-0013301,,Late Delivery,252.03
RET-001266,ITEM-00000373,ORD-0001841,,Damaged,517.98
RET-001267,ITEM-00023426,ORD-0004866,2023-02-04,Late Delivery,709.23
RET-001268,ITEM-00046399,ORD-0006268,,Wrong Item,1103.55
RET-001269,ITEM-00027401,ORD-0018372,,Late Delivery,269.92
RET-001270,ITEM-00002671,ORD-0022325,,Wrong Item,291.24
RET-001271,ITEM-00011658,ORD-0003881,2024-08-07,Changed Mind,210.84
RET-001272,ITEM-00018574,ORD-0005960,,Wrong Item,959.52
RET-001273,ITEM-00024777,ORD-0020646,,Late Delivery,172.3
RET-001274,ITEM-00027705,ORD-0009772,,Unknown,1085.1
RET-001275,ITEM-00024054,ORD-0005161,,Damaged,362.82
RET-001276,ITEM-00031736,ORD-0023232,,Not as Described,34.12
RET-001277,ITEM-00058735,ORD-0001989,,Damaged,664.14
RET-001278,ITEM-00024655,ORD-0008374,,Late Delivery,739.35
RET-001279,ITEM-00008890,ORD-0007235,,Damaged,82.71
RET-001280,ITEM-00009028,ORD-0014946,2022-09-12,Late Delivery,690.4
RET-001281,ITEM-00041058,ORD-0018082,,Damaged,100.5
RET-001282,ITEM-00002965,ORD-0020907,2022-07-09,Late Delivery,969.2
RET-001283,ITEM-00015240,ORD-0008488,2023-08-05,Late Delivery,525.4
RET-001284,ITEM-00026776,ORD-0020722,,Changed Mind,471.26
RET-001285,ITEM-00022095,ORD-0011781,,Not as Described,896.64
RET-001286,ITEM-00000882,ORD-0005740,2024-07-04,Damaged,216.86
RET-001287,ITEM-00066585,ORD-0012554,2024-04-12,Damaged,379.11
RET-001288,ITEM-00059532,ORD-0021034,2023-08-05,Wrong Item,40.65
RET-001289,ITEM-00038644,ORD-0024503,2023-08-02,Wrong Item,222.48
RET-001290,ITEM-00008622,ORD-0013915,2022-11-10,Changed Mind,416.04
RET-001291,ITEM-00053638,ORD-0013184,,Not as Described,331.72
RET-001292,ITEM-00029411,ORD-0005467,,Changed Mind,174.86
RET-001293,ITEM-00063931,ORD-0011524,2022-08-12,Not as Described,134.07
RET-001294,ITEM-00007470,ORD-0007705,,Late Delivery,102.15
RET-001295,ITEM-00050498,ORD-0019365,,Changed Mind,225.66
RET-001296,ITEM-00023321,ORD-0024287,,Wrong Item,446.35
RET-001297,ITEM-00029300,ORD-0002740,2023-07-11,Wrong Item,369.63
RET-001298,ITEM-00043725,ORD-0003349,,Late Delivery,381.9
RET-001299,ITEM-00028296,ORD-0011436,,Damaged,70.38
RET-001300,ITEM-00039109,ORD-0023553,2023-01-02,Late Delivery,225.55
RET-001301,ITEM-00037627,ORD-0004462,2022-06-06,Changed Mind,849.0
RET-001302,ITEM-00001973,ORD-0008274,2023-05-06,Wrong Item,438.92
RET-001303,ITEM-00046267,ORD-0000135,,Not as Described,401.28
RET-001304,ITEM-00039499,ORD-0016031,,Not as Described,87.92
RET-001305,ITEM-00065608,ORD-0012870,2022-11-07,Wrong Item,1181.0
RET-001306,ITEM-00021679,ORD-0006952,,Wrong Item,298.14
RET-001307,ITEM-00028810,ORD-0014399,,Not as Described,114.81
RET-001308,ITEM-00045426,ORD-0019256,,Changed Mind,1235.1
RET-001309,ITEM-00057351,ORD-0004466,,Damaged,463.34
RET-001310,ITEM-00034578,ORD-0022492,2023-11-10,Damaged,86.14
RET-001311,ITEM-00030324,ORD-0018423,,Late Delivery,183.73
RET-001312,ITEM-00041133,ORD-0022073,,Changed Mind,96.64
RET-001313,ITEM-00056948,ORD-0023793,,Wrong Item,238.74
RET-001314,ITEM-00023438,ORD-0000795,,Wrong Item,408.8
RET-001315,ITEM-00049379,ORD-0017277,,Damaged,193.58
RET-001316,ITEM-00047229,ORD-0018370,2024-01-11,Changed Mind,487.25
RET-001317,ITEM-00032786,ORD-0024794,,Not as Described,163.71
RET-001318,ITEM-00039174,ORD-0010811,2023-03-11,Late Delivery,337.8
RET-001319,ITEM-00043637,ORD-0002036,,Changed Mind,248.47
RET-001320,ITEM-00047850,ORD-0023657,2023-08-02,Damaged,493.72
RET-001321,ITEM-00002767,ORD-0007815,,Changed Mind,601.8
RET-001322,ITEM-00015467,ORD-0001045,2022-04-02,Late Delivery,226.7
RET-001323,ITEM-00012216,ORD-0016683,,Late Delivery,582.04
RET-001324,ITEM-00039273,ORD-0000916,,Damaged,601.45
RET-001325,ITEM-00026976,ORD-0011662,2022-08-07,Wrong Item,540.09
RET-001326,ITEM-00061776,ORD-0020902,,Late Delivery,147.4
RET-001327,ITEM-00043972,ORD-0019334,,Wrong Item,135.81
RET-001328,ITEM-00063196,ORD-0019412,,Wrong Item,197.69
RET-001329,ITEM-00062958,ORD-0022191,,Changed Mind,14.96
RET-001330,ITEM-00038516,ORD-0004212,,Damaged,573.75
RET-001331,ITEM-00023121,ORD-0022256,,Wrong Item,72.25
RET-001332,ITEM-00021282,ORD-0004449,,Late Delivery,170.59
RET-001333,ITEM-00023804,ORD-0010563,2023-06-03,Not as Described,125.68
RET-001334,ITEM-00002987,ORD-0003735,,Damaged,162.41
RET-001335,ITEM-00062884,ORD-0016549,2024-05-07,Late Delivery,334.48
RET-001336,ITEM-00019726,ORD-0015365,,Changed Mind,423.85
RET-001337,ITEM-00043908,ORD-0019996,2024-01-01,Not as Described,214.19
RET-001338,ITEM-00028513,ORD-0024113,,Not as Described,84.48
RET-001339,ITEM-00038479,ORD-0022773,,Late Delivery,67.6
RET-001340,ITEM-00040109,ORD-0016433,2023-12-09,Damaged,778.04
RET-001341,ITEM-00033536,ORD-0023965,2024-01-03,Wrong Item,198.0
RET-001342,ITEM-00017284,ORD-0004480,2024-10-08,Not as Described,107.76
RET-001343,ITEM-00008459,ORD-0007542,,Wrong Item,217.87
RET-001344,ITEM-00002006,ORD-0003033,,Damaged,73.48
RET-001345,ITEM-00019660,ORD-0022316,,Changed Mind,640.7
RET-001346,ITEM-00049713,ORD-0006008,,Wrong Item,477.36
RET-001347,ITEM-00046677,ORD-0013247,,Wrong Item,947.16
RET-001348,ITEM-00011966,ORD-0002052,,Wrong Item,14.7
RET-001349,ITEM-00035426,ORD-0009673,,Damaged,112.89
RET-001350,ITEM-00057842,ORD-0016292,,Changed Mind,147.08
RET-001351,ITEM-00062434,ORD-0016940,,Late Delivery,658.71
RET-001352,ITEM-00061651,ORD-0004053,2023-09-08,Late Delivery,694.08
RET-001353,ITEM-00008441,ORD-0009447,,Late Delivery,185.8
RET-001354,ITEM-00007196,ORD-0023709,,Late Delivery,93.06
RET-001355,ITEM-00015784,ORD-0020596,,Damaged,416.7
RET-001356,ITEM-00021907,ORD-0024518,,Late Delivery,991.55
RET-001357,ITEM-00024180,ORD-0022104,,Late Delivery,171.84
RET-001358,ITEM-00044920,ORD-0003906,,Not as Described,77.72
RET-001359,ITEM-00003076,ORD-0008787,,Unknown,20.61
RET-001360,ITEM-00022261,ORD-0022355,2024-03-12,Changed Mind,105.86
RET-001361,ITEM-00019367,ORD-0006727,2023-07-10,Changed Mind,273.0
RET-001362,ITEM-00032514,ORD-0010603,,Not as Described,1096.45
RET-001363,ITEM-00069764,ORD-0018540,2023-11-06,Damaged,523.9
RET-001364,ITEM-00033446,ORD-0011195,2023-02-01,Changed Mind,362.52
RET-001365,ITEM-00007712,ORD-0004667,2022-02-10,Damaged,107.34
RET-001366,ITEM-00051573,ORD-0019073,2022-08-12,Late Delivery,706.55
RET-001367,ITEM-00018024,ORD-0013726,,Late Delivery,180.06
RET-001368,ITEM-00011735,ORD-0023299,,Damaged,623.07
RET-001369,ITEM-00059469,ORD-0017840,2022-10-10,Wrong Item,969.36
RET-001370,ITEM-00010834,ORD-0012144,,Not as Described,443.9
RET-001371,ITEM-00064792,ORD-0023291,2023-10-05,Changed Mind,167.88
RET-001372,ITEM-00008053,ORD-0013263,,Changed Mind,143.32
RET-001373,ITEM-00025295,ORD-0014995,,Damaged,782.24
RET-001374,ITEM-00022232,ORD-0013928,2022-03-04,Late Delivery,650.43
RET-001375,ITEM-00048467,ORD-0010951,2024-03-08,Late Delivery,597.45
RET-001376,ITEM-00029707,ORD-0009880,2022-12-02,Changed Mind,737.73
RET-001377,ITEM-00036861,ORD-0003214,,Changed Mind,48.32
RET-001378,ITEM-00069361,ORD-0018136,,Changed Mind,220.01
RET-001379,ITEM-00042383,ORD-0015787,2024-09-03,Late Delivery,43.6
RET-001380,ITEM-00031830,ORD-0012072,,Changed Mind,320.1
RET-001381,ITEM-00068439,ORD-0008884,2022-11-07,Late Delivery,381.27
RET-001382,ITEM-00024027,ORD-0021249,,Changed Mind,47.98
RET-001383,ITEM-00047479,ORD-0004900,,Wrong Item,488.44
RET-001384,ITEM-00028345,ORD-0017220,2022-07-11,Damaged,638.43
RET-001385,ITEM-00036395,,2022-09-07,Changed Mind,108.43
RET-001386,ITEM-00067459,ORD-0008028,,Wrong Item,451.53
RET-001387,ITEM-00044329,ORD-0005572,2024-04-10,Changed Mind,151.16
RET-001388,ITEM-00021547,ORD-0002452,,Changed Mind,656.7
RET-001389,ITEM-00019947,ORD-0010862,2023-12-02,Not as Described,177.42
RET-001390,ITEM-00014458,ORD-0021802,2022-11-06,Late Delivery,23.53
RET-001391,ITEM-00042150,ORD-0018663,,Wrong Item,167.9
RET-001392,ITEM-00014737,ORD-0016042,2024-06-08,Damaged,27.45
RET-001393,ITEM-00020690,ORD-0019924,,Wrong Item,354.84
RET-001394,ITEM-00019089,ORD-0002077,2023-08-01,Not as Described,401.64
RET-001395,ITEM-00033126,ORD-0001649,,Late Delivery,522.0
RET-001396,ITEM-00016010,ORD-0017443,,Wrong Item,20.76
RET-001397,ITEM-00037377,ORD-0003130,,Damaged,247.42
RET-001398,ITEM-00027072,ORD-0016801,,Damaged,150.0
RET-001399,ITEM-00028963,ORD-0004420,,Not as Described,39.56
RET-001400,ITEM-00007618,ORD-0005734,,Not as Described,621.36
RET-001401,ITEM-00027712,ORD-0002770,,Unknown,341.72
RET-001402,ITEM-00026625,ORD-0006756,,Damaged,149.4
RET-001403,ITEM-00014793,ORD-0018137,,Not as Described,618.0
RET-001404,ITEM-00040651,ORD-0013328,,Changed Mind,164.54
RET-001405,ITEM-00060770,ORD-0024502,2024-08-01,Damaged,306.0
RET-001406,ITEM-00068317,ORD-0003703,,Late Delivery,644.1
RET-001407,ITEM-00031255,ORD-0024862,,Damaged,446.76
RET-001408,ITEM-00042891,ORD-0010726,2024-02-06,Wrong Item,667.8
RET-001409,ITEM-00051039,ORD-0002070,,Changed Mind,282.09
RET-001410,ITEM-00037769,ORD-0010314,2024-02-07,Wrong Item,480.06
RET-001411,ITEM-00030944,ORD-0022496,,Late Delivery,729.5
RET-001412,ITEM-00012463,ORD-0014316,2024-02-09,Wrong Item,133.06
RET-001413,ITEM-00059073,ORD-0004220,,Damaged,235.3
RET-001414,ITEM-00069396,ORD-0011635,,Changed Mind,153.38
RET-001415,ITEM-00055366,ORD-0024383,2022-06-09,Changed Mind,730.6
RET-001416,ITEM-00056663,ORD-0014842,,Late Delivery,437.18
RET-001417,ITEM-00051415,ORD-0004779,,Not as Described,222.17
RET-001418,ITEM-00040339,ORD-0009466,,Late Delivery,504.6
RET-001419,ITEM-00056799,ORD-0016469,2023-01-03,Changed Mind,206.3
RET-001420,ITEM-00046799,ORD-0004521,,Changed Mind,933.65
RET-001421,ITEM-00047744,ORD-0009604,2022-05-03,Late Delivery,618.63
RET-001422,ITEM-00020514,ORD-0006094,,Changed Mind,79.38
RET-001423,ITEM-00055225,ORD-0011505,2024-09-10,Wrong Item,523.65
RET-001424,ITEM-00048720,ORD-0011731,2023-02-09,Changed Mind,92.88
RET-001425,ITEM-00065916,ORD-0017407,2022-12-04,Not as Described,946.68
RET-001426,ITEM-00005162,ORD-0017825,2023-12-02,Late Delivery,87.36
RET-001427,ITEM-00050131,ORD-0012504,2023-06-02,Not as Described,406.08
RET-001428,ITEM-00011521,ORD-0000179,,Late Delivery,201.2
RET-001429,ITEM-00016766,ORD-0011679,,Not as Described,619.14
RET-001430,ITEM-00013221,ORD-0020461,2024-05-05,Not as Described,64.07
RET-001431,ITEM-00005690,ORD-0002913,,Damaged,449.22
RET-001432,ITEM-00023908,ORD-0019839,2023-07-01,Changed Mind,636.3
RET-001433,ITEM-00030265,ORD-0022323,,Not as Described,923.4
RET-001434,ITEM-00027957,ORD-0012545,,Wrong Item,224.82
RET-001435,ITEM-00030184,ORD-0017892,,Late Delivery,50.22
RET-001436,ITEM-00004135,ORD-0018077,2023-09-04,Changed Mind,902.04
RET-001437,ITEM-00033474,ORD-0006850,,Wrong Item,435.44
RET-001438,ITEM-00030535,ORD-0007942,,Damaged,59.28
RET-001439,ITEM-00034396,ORD-0009897,2022-05-04,Late Delivery,894.05
RET-001440,ITEM-00064509,ORD-0019024,2023-10-08,Late Delivery,172.31
RET-001441,ITEM-00019688,ORD-0000001,,Wrong Item,279.34
RET-001442,ITEM-00023035,ORD-0004485,2022-02-07,Changed Mind,519.2
RET-001443,ITEM-00057293,ORD-0023646,2022-08-09,Not as Described,36.25
RET-001444,ITEM-00048742,ORD-0005841,2023-03-09,Changed Mind,733.5
RET-001445,ITEM-00047237,ORD-0014888,,Damaged,203.12
RET-001446,ITEM-00000241,ORD-0005363,,Damaged,137.78
RET-001447,ITEM-00066872,ORD-0011454,,Damaged,6.15
RET-001448,ITEM-00013578,ORD-0016390,2023-04-07,Not as Described,18.36
RET-001449,ITEM-00006480,ORD-0018728,2024-12-10,Not as Described,663.75
RET-001450,ITEM-00036283,ORD-0023269,,Not as Described,518.12
RET-001451,ITEM-00022985,ORD-0021112,2024-10-07,Late Delivery,321.38
RET-001452,ITEM-00063451,ORD-0005395,,Late Delivery,409.55
RET-001453,ITEM-00035777,ORD-0024953,2023-08-03,Wrong Item,367.65
RET-001454,ITEM-00014257,ORD-0014594,,Wrong Item,249.73
RET-001455,ITEM-00063075,ORD-0023616,2023-11-11,Damaged,194.58
RET-001456,ITEM-00058296,ORD-0003197,,Not as Described,326.44
RET-001457,ITEM-00009850,ORD-0016380,2024-07-02,Changed Mind,120.75
RET-001458,ITEM-00054354,ORD-0018060,,Late Delivery,733.38
RET-001459,ITEM-00030955,ORD-0000306,,Damaged,347.58
RET-001460,ITEM-00050402,ORD-0013607,,Late Delivery,149.76
RET-001461,ITEM-00048176,ORD-0013905,,Changed Mind,1072.45
RET-001462,ITEM-00049833,ORD-0007492,,Damaged,265.74
RET-001463,ITEM-00047843,ORD-0011437,2024-10-06,Not as Described,254.12
RET-001464,ITEM-00016216,ORD-0009646,,Damaged,518.6
RET-001465,ITEM-00065246,ORD-0020910,2022-07-11,Damaged,710.46
RET-001466,ITEM-00005281,ORD-0023964,2023-09-12,Wrong Item,128.08
RET-001467,ITEM-00013834,ORD-0017695,,Not as Described,63.0
RET-001468,ITEM-00011195,ORD-0004306,,Damaged,142.59
RET-001469,ITEM-00020934,ORD-0020224,2024-09-11,Late Delivery,548.85
RET-001470,ITEM-00010226,ORD-0005614,2024-02-12,Damaged,510.09
RET-001471,ITEM-00029769,ORD-0024039,,Changed Mind,190.6
RET-001472,ITEM-00004895,ORD-0008414,2023-04-08,Damaged,587.2
RET-001473,ITEM-00067402,ORD-0023480,,Changed Mind,1205.3
RET-001474,ITEM-00034689,ORD-0004639,,Wrong Item,94.93
RET-001475,ITEM-00044670,ORD-0017500,2024-05-06,Not as Described,714.27
RET-001476,ITEM-00014935,ORD-0008763,2022-10-11,Wrong Item,838.5
RET-001477,ITEM-00003633,ORD-0021230,2023-02-12,Changed Mind,972.35
RET-001478,ITEM-00021798,ORD-0000923,,Not as Described,590.9
RET-001479,ITEM-00006993,ORD-0016510,2024-12-07,Changed Mind,505.8
RET-001480,ITEM-00030097,ORD-0003822,2023-05-11,Not as Described,274.85
RET-001481,ITEM-00029417,ORD-0019419,2023-04-05,Late Delivery,37.64
RET-001482,ITEM-00010134,ORD-0009644,2022-07-09,Wrong Item,89.34
RET-001483,ITEM-00033495,ORD-0007763,2023-10-02,Late Delivery,170.34
RET-001484,ITEM-00041098,ORD-0008171,,Damaged,836.7
RET-001485,ITEM-00051493,ORD-0008550,2023-03-12,Late Delivery,316.71
RET-001486,ITEM-00027002,ORD-0011538,,Not as Described,224.9
RET-001487,ITEM-00048714,ORD-0019444,2022-06-04,Damaged,443.02
RET-001488,ITEM-00033140,ORD-0003855,2022-07-08,Changed Mind,454.08
RET-001489,ITEM-00036535,ORD-0020634,2024-07-09,Not as Described,245.74
RET-001490,ITEM-00066000,ORD-0012893,2023-03-05,Wrong Item,542.97
RET-001491,ITEM-00050416,ORD-0008841,,Not as Described,448.36
RET-001492,ITEM-00055071,ORD-0001066,,Late Delivery,216.3
RET-001493,ITEM-00012137,ORD-0007779,,Wrong Item,854.12
RET-001494,ITEM-00003388,ORD-0003330,,Damaged,20.34
RET-001495,ITEM-00059277,ORD-0013729,,Changed Mind,29.92
RET-001496,ITEM-00002173,ORD-0005786,2023-12-08,Late Delivery,185.06
RET-001497,ITEM-00028139,ORD-0001555,,Wrong Item,335.76
